canonical_id,name,type,aliases,gold_name,homepage,doi,source
10293903,Nineveh SW Palace Court VI Panel,Dataset,nineveh sw palace court vi panel,kilt,,10.5281/zenodo.10293903,Zenodo
10378008,Amenhotep III,Dataset,amenhotep iii,kilt,,10.5281/zenodo.10378008,Zenodo
10236377,STATUE PRINCE KHAEMWASET - BRITISH MUSEUM 2020,Dataset,statue prince khaemwaset - british museum 2020,kilt,,10.5281/zenodo.10236377,Zenodo
10273112,Stele of Senenmut (1913.100.d),Dataset,stele of senenmut (1913.100.d),kilt,,10.5281/zenodo.10273112,Zenodo
8335331,"Datasets from the paper ""Measuring the relationship between the use of typical Manosphere discourse and the engagement of a user with the pick-up artist community""",Dataset,"datasets from the paper ""measuring the relationship between the use of typical manosphere discourse and the engagement of a user with the pick-up artist community""",aida conll,,10.5281/zenodo.8335331,Zenodo
4361476,CoNLL-RDF ontology,Dataset,conll-rdf ontology,aida conll,,10.5281/zenodo.4361476,Zenodo
4452018,Xmi to CoNLL Converter,Software,xmi to conll converter,aida conll,,10.5281/zenodo.4452018,Zenodo
7950202,hsci-r/flopo-formats: Programs to convert between CONLL/CONLL-CSV/WebAnno TSV,Software,hsci-r/flopo-formats: programs to convert between conll/conll-csv/webanno tsv,aida conll,,10.5281/zenodo.7950202,Zenodo
6904053,UCDenver-ccp/CRAFT: CRAFT v5.0.2,Software,ucdenver-ccp/craft: craft v5.0.2,aida conll,,10.5281/zenodo.6904053,Zenodo
8335331,"Datasets from the paper ""Measuring the relationship between the use of typical Manosphere discourse and the engagement of a user with the pick-up artist community""",Dataset,"datasets from the paper ""measuring the relationship between the use of typical manosphere discourse and the engagement of a user with the pick-up artist community""",aida,,10.5281/zenodo.8335331,Zenodo
8343365,AIDA PBMC sQTL,Dataset,aida pbmc sqtl,aida,,10.5281/zenodo.8343365,Zenodo
213308,AIDA-tools: ALIS auroral tomography Matlab software suite,Software,aida-tools: alis auroral tomography matlab software suite,aida,,10.5281/zenodo.213308,Zenodo
8358412,caccioppoli/testb: testb,Software,caccioppoli/testb: testb,aida testb,,10.5281/zenodo.8358412,Zenodo
8335331,"Datasets from the paper ""Measuring the relationship between the use of typical Manosphere discourse and the engagement of a user with the pick-up artist community""",Dataset,"datasets from the paper ""measuring the relationship between the use of typical manosphere discourse and the engagement of a user with the pick-up artist community""",aida testb,,10.5281/zenodo.8335331,Zenodo
8343365,AIDA PBMC sQTL,Dataset,aida pbmc sqtl,aida testb,,10.5281/zenodo.8343365,Zenodo
213308,AIDA-tools: ALIS auroral tomography Matlab software suite,Software,aida-tools: alis auroral tomography matlab software suite,aida testb,,10.5281/zenodo.213308,Zenodo
14266841,LODsyndesisIE Evaluation Collection and Results,Dataset,lodsyndesisie evaluation collection and results,msnbc,,10.5281/zenodo.14266841,Zenodo
14166028,Disinformation on YouTube: A dataset of YouTube comments on videos related to claims made by Trump and Vance on Haitian immigrants,Dataset,disinformation on youtube: a dataset of youtube comments on videos related to claims made by trump and vance on haitian immigrants,msnbc,,10.5281/zenodo.14166028,Zenodo
6782907,Hildegard Kompositionsmodell Buch der Briefe,Dataset,hildegard kompositionsmodell buch der briefe,der,,10.5281/zenodo.6782907,Zenodo
5512069,Time- and angle-resolved photoemission spectroscopy data of bismuthene,Dataset,time- and angle-resolved photoemission spectroscopy data of bismuthene,der,,10.5281/zenodo.5512069,Zenodo
5617246,Femtosecond electron diffraction data of platinum,Dataset,femtosecond electron diffraction data of platinum,der,,10.5281/zenodo.5617246,Zenodo
3560150,AmpliconTagger pipeline databases,Dataset,amplicontagger pipeline databases,r128,,10.5281/zenodo.3560150,Zenodo
12532113,CSNN,Software,csnn,r128,,10.5281/zenodo.12532113,Zenodo
5722108,Single-cell RNA sequencing of Blood-infiltrating HSC-derived phagocytes of Ms4a3Ai14 using 10X Genomics platform. IFN-γ and GM-CSF control complementary differentiation programs in the monocyte to phagocyte transition during neuroinflammation.,Dataset,single-cell rna sequencing of blood-infiltrating hsc-derived phagocytes of ms4a3ai14 using 10x genomics platform. ifn-γ and gm-csf control complementary differentiation programs in the monocyte to phagocyte transition during neuroinflammation.,r128,,10.5281/zenodo.5722108,Zenodo
5711708,Single-cell RNA sequencing of Bone Marrow-infiltrating HSC-derived phagocytes of Ms4a3Ai14 using 10X Genomics platform. IFN-γ and GM-CSF control complementary differentiation programs in the monocyte to phagocyte transition during neuroinflammation.,Dataset,single-cell rna sequencing of bone marrow-infiltrating hsc-derived phagocytes of ms4a3ai14 using 10x genomics platform. ifn-γ and gm-csf control complementary differentiation programs in the monocyte to phagocyte transition during neuroinflammation.,r128,,10.5281/zenodo.5711708,Zenodo
5722172,Single-cell RNA sequencing of Lymph node-infiltrating HSC-derived phagocytes of Ms4a3Ai14 using 10X Genomics platform. IFN-γ and GM-CSF control complementary differentiation programs in the monocyte to phagocyte transition during neuroinflammation.,Dataset,single-cell rna sequencing of lymph node-infiltrating hsc-derived phagocytes of ms4a3ai14 using 10x genomics platform. ifn-γ and gm-csf control complementary differentiation programs in the monocyte to phagocyte transition during neuroinflammation.,r128,,10.5281/zenodo.5722172,Zenodo
13758677,Impact Areas and Dynamical Features associated with Mediterranean Cyclones (1980-2019),Dataset,impact areas and dynamical features associated with mediterranean cyclones (1980-2019),r500,,10.5281/zenodo.13758677,Zenodo
10150675,"The data behind the ApJ article ""Environmental Dependence of Type Ia Supernovae in Low-Redshift Galaxy Clusters""",Dataset,"the data behind the apj article ""environmental dependence of type ia supernovae in low-redshift galaxy clusters""",r500,,10.5281/zenodo.10150675,Zenodo
4988862,"Data from: Genetic architecture, biochemical underpinnings, and ecological impact of floral UV patterning",Dataset,"data from: genetic architecture, biochemical underpinnings, and ecological impact of floral uv patterning",r500,,10.5061/dryad.cj375,Zenodo
4942495,Data from: Allocation to male vs. female floral function varies by currency and responds differentially to density and moisture stress,Dataset,data from: allocation to male vs. female floral function varies by currency and responds differentially to density and moisture stress,r500,,10.5061/dryad.5m6p3,Zenodo
16795590,New correlated-k tables and continua for CO2+H2O+N2 gas mixtures,Dataset,new correlated-k tables and continua for co2+h2o+n2 gas mixtures,r500,,10.5281/zenodo.16795590,Zenodo
13910551,doomlab/ViSe: ViSe version updates,Software,doomlab/vise: vise version updates,vise-d,,10.5281/zenodo.13910551,Zenodo
4030340,AVECL-UMONS DATABASE FOR AUDIO-VISUAL EVENT CLASSIFICATION AND LOCALIZATION,Dataset,avecl-umons database for audio-visual event classification and localization,visual event classification,,10.5281/zenodo.4030340,Zenodo
10076260,Catalogue of Arctic Toothed Whale Click Spectra and Spectrograms from SoundTrap Recordings,Dataset,catalogue of arctic toothed whale click spectra and spectrograms from soundtrap recordings,visual event classification,,10.5281/zenodo.10076260,Zenodo
7495536,Dataset of the visual EEG oddball paradigm with young and older age group,Dataset,dataset of the visual eeg oddball paradigm with young and older age group,visual event classification,,10.5281/zenodo.7495536,Zenodo
17058101,MULTIVOX: A Spatial Audio-Visual Dataset of Singing Groups,Dataset,multivox: a spatial audio-visual dataset of singing groups,visual event classification,,10.5281/zenodo.17058101,Zenodo
13910551,doomlab/ViSe: ViSe version updates,Software,doomlab/vise: vise version updates,vise-bing,,10.5281/zenodo.13910551,Zenodo
17222725,radiative association cross-sections of P2+ & PN+,Dataset,radiative association cross-sections of p2+ & pn+,vise-bing,,10.5281/zenodo.17222725,Zenodo
13910551,doomlab/ViSe: ViSe version updates,Software,doomlab/vise: vise version updates,vise-wiki,,10.5281/zenodo.13910551,Zenodo
6680755,Wiki-Chou/Using-a-single-remote-sensing-remote-sensing-image-to-calculate-the-heigh: Official release,Software,wiki-chou/using-a-single-remote-sensing-remote-sensing-image-to-calculate-the-heigh: official release,vise-wiki,,10.5281/zenodo.6680755,Zenodo
14911367,GOLEM-lab/fandom-wiki: Fandom.com wiki scraper,Software,golem-lab/fandom-wiki: fandom.com wiki scraper,vise-wiki,,10.5281/zenodo.14911367,Zenodo
5000799,Data from: Disentangling selection on genetically correlated polygenic traits using whole-genome genealogies,Dataset,data from: disentangling selection on genetically correlated polygenic traits using whole-genome genealogies,vise-wiki,,10.6078/D11M62,Zenodo
5111883,Wikipedia XML revision history data dumps (stub-meta-history.xml.gz) from 20 April 2017,Dataset,wikipedia xml revision history data dumps (stub-meta-history.xml.gz) from 20 april 2017,vise-wiki,,10.6078/D1FD3K,Zenodo
7855322,Noscemus Wiki,Dataset,noscemus wiki,vise-wiki,,10.5281/zenodo.7855322,Zenodo
4030340,AVECL-UMONS DATABASE FOR AUDIO-VISUAL EVENT CLASSIFICATION AND LOCALIZATION,Dataset,avecl-umons database for audio-visual event classification and localization,visual event classification dataset,,10.5281/zenodo.4030340,Zenodo
17058101,MULTIVOX: A Spatial Audio-Visual Dataset of Singing Groups,Dataset,multivox: a spatial audio-visual dataset of singing groups,visual event classification dataset,,10.5281/zenodo.17058101,Zenodo
6600531,STARSS22: Sony-TAu Realistic Spatial Soundscapes 2022 dataset,Dataset,starss22: sony-tau realistic spatial soundscapes 2022 dataset,visual event classification dataset,,10.5281/zenodo.6600531,Zenodo
6408611,TAU Spatial Room Impulse Response Database (TAU-SRIR DB),Dataset,tau spatial room impulse response database (tau-srir db),visual event classification dataset,,10.5281/zenodo.6408611,Zenodo
7880637,STARSS23: Sony-TAu Realistic Spatial Soundscapes 2023,Dataset,starss23: sony-tau realistic spatial soundscapes 2023,visual event classification dataset,,10.5281/zenodo.7880637,Zenodo
4064792,TAU-NIGENS Spatial Sound Events 2020,Dataset,tau-nigens spatial sound events 2020,visual event classification dataset,,10.5281/zenodo.4064792,Zenodo
5476980,TAU-NIGENS Spatial Sound Events 2021,Dataset,tau-nigens spatial sound events 2021,visual event classification dataset,,10.5281/zenodo.5476980,Zenodo
6392324,SONYC-FSD-SED,Dataset,sonyc-fsd-sed,visual event classification dataset,,10.5281/zenodo.6392324,Zenodo
5574135,FSD-MIX-CLIPS,Dataset,fsd-mix-clips,visual event classification dataset,,10.5281/zenodo.5574135,Zenodo
14295447,Dataset for a Data-Driven Approach to Estimating Audiovisual Art Event Impact Through Web Presence,Dataset,dataset for a data-driven approach to estimating audiovisual art event impact through web presence,web images for event recognition,,10.5281/zenodo.14295447,Zenodo
8051720,The Evolution of Positive Psychology Research on Life Satisfaction: A Bibliometric Examination,Dataset,the evolution of positive psychology research on life satisfaction: a bibliometric examination,wider,,10.5281/zenodo.8051720,Zenodo
8033896,Who Makes a Better University Adjustment Wingman: Parents or Friends?,Dataset,who makes a better university adjustment wingman: parents or friends?,wider,,10.5281/zenodo.8033896,Zenodo
8260591,Exploring Trends in Gerontechnology Research: A Bibliometric Analysis,Dataset,exploring trends in gerontechnology research: a bibliometric analysis,wider,,10.5281/zenodo.8260591,Zenodo
10429986,Research Landscape of Energy Transition and Green Finance: A Bibliometric Analysis,Dataset,research landscape of energy transition and green finance: a bibliometric analysis,wider,,10.5281/zenodo.10429986,Zenodo
11204139,Rise of Metaverse Literature in Asia-Pacific Countries: Bibliometric Study,Dataset,rise of metaverse literature in asia-pacific countries: bibliometric study,wider,,10.5281/zenodo.11204139,Zenodo
10813061,Gendered narratives and cultural shifts: A qualitative study on decadal changes in community alcohol consumption,Dataset,gendered narratives and cultural shifts: a qualitative study on decadal changes in community alcohol consumption,wider,,10.5281/zenodo.10813061,Zenodo
15624887,"Mapping the Evolution of Logistics and Supply Chain Education: A Two-Decade Bibliometric Analysis of Trends, Gaps, and Future Directions",Dataset,"mapping the evolution of logistics and supply chain education: a two-decade bibliometric analysis of trends, gaps, and future directions",wider,,10.5281/zenodo.15624887,Zenodo
14986980,Exploring the published literature on assessment for learning in elementary education: A bibliometric analysis,Dataset,exploring the published literature on assessment for learning in elementary education: a bibliometric analysis,wider,,10.5281/zenodo.14986980,Zenodo
14955041,Enhancing Critical Thinking in Malaysian Secondary Schools: A Delphi Study on Problem-Based Learning Implementation Challenges,Dataset,enhancing critical thinking in malaysian secondary schools: a delphi study on problem-based learning implementation challenges,wider,,10.5281/zenodo.14955041,Zenodo
7845451,Twitter Dataset,Dataset,twitter dataset,social event dataset,,10.5281/zenodo.7845451,Zenodo
17094810,All Countries' Dataset,Dataset,all countries' dataset,social event dataset,,10.5281/zenodo.17094810,Zenodo
6600531,STARSS22: Sony-TAu Realistic Spatial Soundscapes 2022 dataset,Dataset,starss22: sony-tau realistic spatial soundscapes 2022 dataset,social event dataset,,10.5281/zenodo.6600531,Zenodo
6408611,TAU Spatial Room Impulse Response Database (TAU-SRIR DB),Dataset,tau spatial room impulse response database (tau-srir db),social event dataset,,10.5281/zenodo.6408611,Zenodo
7880637,STARSS23: Sony-TAu Realistic Spatial Soundscapes 2023,Dataset,starss23: sony-tau realistic spatial soundscapes 2023,social event dataset,,10.5281/zenodo.7880637,Zenodo
17094810,All Countries' Dataset,Dataset,all countries' dataset,rare event dataset,,10.5281/zenodo.17094810,Zenodo
3236975,Artificial sound mixes with event insertions,Dataset,artificial sound mixes with event insertions,rare event dataset,,10.5281/zenodo.3236975,Zenodo
401395,"TUT Rare sound events, Development dataset",Dataset,"tut rare sound events, development dataset",rare event dataset,,10.5281/zenodo.401395,Zenodo
10435979,"Rare Diseases hand-annotated news articles: Angelman, De Lange, Fragile X, Kleefstra",Dataset,"rare diseases hand-annotated news articles: angelman, de lange, fragile x, kleefstra",rare event dataset,,10.5281/zenodo.10435979,Zenodo
6600531,STARSS22: Sony-TAu Realistic Spatial Soundscapes 2022 dataset,Dataset,starss22: sony-tau realistic spatial soundscapes 2022 dataset,rare event dataset,,10.5281/zenodo.6600531,Zenodo
6408611,TAU Spatial Room Impulse Response Database (TAU-SRIR DB),Dataset,tau spatial room impulse response database (tau-srir db),rare event dataset,,10.5281/zenodo.6408611,Zenodo
14867813,Dataset for RESuM: A Rare Event Surrogate Model for Physics Detector Design,Dataset,dataset for resum: a rare event surrogate model for physics detector design,rare event dataset,,10.5281/zenodo.14867813,Zenodo
10720917,Tiny ImageNet,Dataset,tiny imagenet,image-net,,10.5281/zenodo.10720917,Zenodo
14268363,DF-Net: The Digital Forensics Network for Image Forgery Detection,Software,df-net: the digital forensics network for image forgery detection,image-net,,10.5281/zenodo.14268363,Zenodo
13744642,MaoxinWang/damp-CorrIM: v1.0,Software,maoxinwang/damp-corrim: v1.0,damp,,10.5281/zenodo.13744642,Zenodo
4645597,FTIR_spectra_Pali_Hawaii_Demouchy_Tommasi_2021,Dataset,ftir_spectra_pali_hawaii_demouchy_tommasi_2021,damp,,10.5281/zenodo.4645597,Zenodo
15486100,Revisiting the Milky Way Dwarf Spheroidal Galaxies with Gaia DR3,Dataset,revisiting the milky way dwarf spheroidal galaxies with gaia dr3,dali,,10.5281/zenodo.15486100,Zenodo
10318287,Dali building,Dataset,dali building,dali,,10.5281/zenodo.10318287,Zenodo
