#FORMAT=WebAnno TSV 3.3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value


#Text= 
0-0	0-1	 	*[57]|*[403]	ONTOLOGY[57]|DATASET[57]|EVALMETRIC[57]|SOFTWARE[57]|PUBLICATION[57]|WORKSHOP[57]|PROGLANG[57]|LICENSE[57]|PROJECT[57]|CONFERENCE[403]
20-5	1720-1725	https	*[383]	PROGLANG[383]|WORKSHOP[383]|LICENSE[383]|DATASET[383]|PROJECT[383]|SOFTWARE[383]|PUBLICATION[383]|ONTOLOGY[383]|EVALMETRIC[383]|CONFERENCE[383]
20-6	1725-1726	:	*[383]	PROGLANG[383]|WORKSHOP[383]|LICENSE[383]|DATASET[383]|PROJECT[383]|SOFTWARE[383]|PUBLICATION[383]|ONTOLOGY[383]|EVALMETRIC[383]|CONFERENCE[383]
20-7	1726-1727	/	*[383]	PROGLANG[383]|WORKSHOP[383]|LICENSE[383]|DATASET[383]|PROJECT[383]|SOFTWARE[383]|PUBLICATION[383]|ONTOLOGY[383]|EVALMETRIC[383]|CONFERENCE[383]
20-8	1727-1728	/	*[383]	PROGLANG[383]|WORKSHOP[383]|LICENSE[383]|DATASET[383]|PROJECT[383]|SOFTWARE[383]|PUBLICATION[383]|ONTOLOGY[383]|EVALMETRIC[383]|CONFERENCE[383]
20-9	1728-1742	img.shields.io	*[383]	PROGLANG[383]|WORKSHOP[383]|LICENSE[383]|DATASET[383]|PROJECT[383]|SOFTWARE[383]|PUBLICATION[383]|ONTOLOGY[383]|EVALMETRIC[383]|CONFERENCE[383]
20-10	1742-1743	/	*[383]	PROGLANG[383]|WORKSHOP[383]|LICENSE[383]|DATASET[383]|PROJECT[383]|SOFTWARE[383]|PUBLICATION[383]|ONTOLOGY[383]|EVALMETRIC[383]|CONFERENCE[383]
20-11	1743-1748	badge	*[383]	PROGLANG[383]|WORKSHOP[383]|LICENSE[383]|DATASET[383]|PROJECT[383]|SOFTWARE[383]|PUBLICATION[383]|ONTOLOGY[383]|EVALMETRIC[383]|CONFERENCE[383]
20-12	1748-1749	/	*[383]	PROGLANG[383]|WORKSHOP[383]|LICENSE[383]|DATASET[383]|PROJECT[383]|SOFTWARE[383]|PUBLICATION[383]|ONTOLOGY[383]|EVALMETRIC[383]|CONFERENCE[383]
20-13	1749-1750	%	*[383]	PROGLANG[383]|WORKSHOP[383]|LICENSE[383]|DATASET[383]|PROJECT[383]|SOFTWARE[383]|PUBLICATION[383]|ONTOLOGY[383]|EVALMETRIC[383]|CONFERENCE[383]
20-14	1750-1765	20imports-isort	*[383]	PROGLANG[383]|WORKSHOP[383]|LICENSE[383]|DATASET[383]|PROJECT[383]|SOFTWARE[383]|PUBLICATION[383]|ONTOLOGY[383]|EVALMETRIC[383]|CONFERENCE[383]
20-14	1760-1765	isort	*[383]	PROGLANG[383]|WORKSHOP[383]|LICENSE[383]|DATASET[383]|PROJECT[383]|SOFTWARE[383]|PUBLICATION[383]|ONTOLOGY[383]|EVALMETRIC[383]|CONFERENCE[383]
20-15	1765-1766	-	*[383]	PROGLANG[383]|WORKSHOP[383]|LICENSE[383]|DATASET[383]|PROJECT[383]|SOFTWARE[383]|PUBLICATION[383]|ONTOLOGY[383]|EVALMETRIC[383]|CONFERENCE[383]
20-16	1766-1767	%	*[383]	PROGLANG[383]|WORKSHOP[383]|LICENSE[383]|DATASET[383]|PROJECT[383]|SOFTWARE[383]|PUBLICATION[383]|ONTOLOGY[383]|EVALMETRIC[383]|CONFERENCE[383]
20-17	1767-1775	231674b1	*[383]	PROGLANG[383]|WORKSHOP[383]|LICENSE[383]|DATASET[383]|PROJECT[383]|SOFTWARE[383]|PUBLICATION[383]|ONTOLOGY[383]|EVALMETRIC[383]|CONFERENCE[383]
20-18	1775-1776	?	*[383]	PROGLANG[383]|WORKSHOP[383]|LICENSE[383]|DATASET[383]|PROJECT[383]|SOFTWARE[383]|PUBLICATION[383]|ONTOLOGY[383]|EVALMETRIC[383]|CONFERENCE[383]

#Text=style=flat&labelColor=ef8336)\](https://pycqa.github.io/isort/)  To reproduce the results please use Python 3.9, PyTorch version 2.1.2, Cuda 12.1, PyG version 2.3.0.
21-1	1776-1781	style	*[384]	LICENSE[384]|PROJECT[384]|ONTOLOGY[384]|DATASET[384]|EVALMETRIC[384]|SOFTWARE[384]|PUBLICATION[384]|CONFERENCE[384]|WORKSHOP[384]|PROGLANG[384]
21-2	1781-1782	=	*[384]	LICENSE[384]|PROJECT[384]|ONTOLOGY[384]|DATASET[384]|EVALMETRIC[384]|SOFTWARE[384]|PUBLICATION[384]|CONFERENCE[384]|WORKSHOP[384]|PROGLANG[384]
21-3	1782-1786	flat	*[384]	LICENSE[384]|PROJECT[384]|ONTOLOGY[384]|DATASET[384]|EVALMETRIC[384]|SOFTWARE[384]|PUBLICATION[384]|CONFERENCE[384]|WORKSHOP[384]|PROGLANG[384]
21-4	1786-1787	&	*[384]	LICENSE[384]|PROJECT[384]|ONTOLOGY[384]|DATASET[384]|EVALMETRIC[384]|SOFTWARE[384]|PUBLICATION[384]|CONFERENCE[384]|WORKSHOP[384]|PROGLANG[384]
21-5	1787-1797	labelColor	*[384]	LICENSE[384]|PROJECT[384]|ONTOLOGY[384]|DATASET[384]|EVALMETRIC[384]|SOFTWARE[384]|PUBLICATION[384]|CONFERENCE[384]|WORKSHOP[384]|PROGLANG[384]
21-6	1797-1798	=	*[384]	LICENSE[384]|PROJECT[384]|ONTOLOGY[384]|DATASET[384]|EVALMETRIC[384]|SOFTWARE[384]|PUBLICATION[384]|CONFERENCE[384]|WORKSHOP[384]|PROGLANG[384]
21-7	1798-1804	ef8336	*[384]	LICENSE[384]|PROJECT[384]|ONTOLOGY[384]|DATASET[384]|EVALMETRIC[384]|SOFTWARE[384]|PUBLICATION[384]|CONFERENCE[384]|WORKSHOP[384]|PROGLANG[384]
21-8	1804-1805	)	*[384]	LICENSE[384]|PROJECT[384]|ONTOLOGY[384]|DATASET[384]|EVALMETRIC[384]|SOFTWARE[384]|PUBLICATION[384]|CONFERENCE[384]|WORKSHOP[384]|PROGLANG[384]
21-9	1805-1806	\]	*[384]	LICENSE[384]|PROJECT[384]|ONTOLOGY[384]|DATASET[384]|EVALMETRIC[384]|SOFTWARE[384]|PUBLICATION[384]|CONFERENCE[384]|WORKSHOP[384]|PROGLANG[384]
21-10	1806-1807	(	*[384]	LICENSE[384]|PROJECT[384]|ONTOLOGY[384]|DATASET[384]|EVALMETRIC[384]|SOFTWARE[384]|PUBLICATION[384]|CONFERENCE[384]|WORKSHOP[384]|PROGLANG[384]
21-11	1807-1812	https	*[384]	LICENSE[384]|PROJECT[384]|ONTOLOGY[384]|DATASET[384]|EVALMETRIC[384]|SOFTWARE[384]|PUBLICATION[384]|CONFERENCE[384]|WORKSHOP[384]|PROGLANG[384]
21-12	1812-1813	:	*[384]	LICENSE[384]|PROJECT[384]|ONTOLOGY[384]|DATASET[384]|EVALMETRIC[384]|SOFTWARE[384]|PUBLICATION[384]|CONFERENCE[384]|WORKSHOP[384]|PROGLANG[384]
21-13	1813-1814	/	*[384]	LICENSE[384]|PROJECT[384]|ONTOLOGY[384]|DATASET[384]|EVALMETRIC[384]|SOFTWARE[384]|PUBLICATION[384]|CONFERENCE[384]|WORKSHOP[384]|PROGLANG[384]
21-14	1814-1815	/	*[384]	LICENSE[384]|PROJECT[384]|ONTOLOGY[384]|DATASET[384]|EVALMETRIC[384]|SOFTWARE[384]|PUBLICATION[384]|CONFERENCE[384]|WORKSHOP[384]|PROGLANG[384]
21-15	1815-1830	pycqa.github.io	*[384]	LICENSE[384]|PROJECT[384]|ONTOLOGY[384]|DATASET[384]|EVALMETRIC[384]|SOFTWARE[384]|PUBLICATION[384]|CONFERENCE[384]|WORKSHOP[384]|PROGLANG[384]
21-16	1830-1831	/	*[384]	LICENSE[384]|PROJECT[384]|ONTOLOGY[384]|DATASET[384]|EVALMETRIC[384]|SOFTWARE[384]|PUBLICATION[384]|CONFERENCE[384]|WORKSHOP[384]|PROGLANG[384]
21-17	1831-1836	isort	*[384]	LICENSE[384]|PROJECT[384]|ONTOLOGY[384]|DATASET[384]|EVALMETRIC[384]|SOFTWARE[384]|PUBLICATION[384]|CONFERENCE[384]|WORKSHOP[384]|PROGLANG[384]
21-18	1836-1837	/	*[384]	LICENSE[384]|PROJECT[384]|ONTOLOGY[384]|DATASET[384]|EVALMETRIC[384]|SOFTWARE[384]|PUBLICATION[384]|CONFERENCE[384]|WORKSHOP[384]|PROGLANG[384]
21-19	1837-1838	)	*[384]	LICENSE[384]|PROJECT[384]|ONTOLOGY[384]|DATASET[384]|EVALMETRIC[384]|SOFTWARE[384]|PUBLICATION[384]|CONFERENCE[384]|WORKSHOP[384]|PROGLANG[384]
21-20	1840-1842	To	*[384]	LICENSE[384]|PROJECT[384]|ONTOLOGY[384]|DATASET[384]|EVALMETRIC[384]|SOFTWARE[384]|PUBLICATION[384]|CONFERENCE[384]|WORKSHOP[384]|PROGLANG[384]
21-21	1843-1852	reproduce	*[384]	LICENSE[384]|PROJECT[384]|ONTOLOGY[384]|DATASET[384]|EVALMETRIC[384]|SOFTWARE[384]|PUBLICATION[384]|CONFERENCE[384]|WORKSHOP[384]|PROGLANG[384]
21-22	1853-1856	the	*[384]	LICENSE[384]|PROJECT[384]|ONTOLOGY[384]|DATASET[384]|EVALMETRIC[384]|SOFTWARE[384]|PUBLICATION[384]|CONFERENCE[384]|WORKSHOP[384]|PROGLANG[384]
21-23	1857-1864	results	*[384]	LICENSE[384]|PROJECT[384]|ONTOLOGY[384]|DATASET[384]|EVALMETRIC[384]|SOFTWARE[384]|PUBLICATION[384]|CONFERENCE[384]|WORKSHOP[384]|PROGLANG[384]
21-24	1865-1871	please	*[384]	LICENSE[384]|PROJECT[384]|ONTOLOGY[384]|DATASET[384]|EVALMETRIC[384]|SOFTWARE[384]|PUBLICATION[384]|CONFERENCE[384]|WORKSHOP[384]|PROGLANG[384]
21-25	1872-1875	use	*[384]	LICENSE[384]|PROJECT[384]|ONTOLOGY[384]|DATASET[384]|EVALMETRIC[384]|SOFTWARE[384]|PUBLICATION[384]|CONFERENCE[384]|WORKSHOP[384]|PROGLANG[384]
21-26	1876-1882	Python	*[384]	LICENSE[384]|PROJECT[384]|ONTOLOGY[384]|DATASET[384]|EVALMETRIC[384]|SOFTWARE[384]|PUBLICATION[384]|CONFERENCE[384]|WORKSHOP[384]|PROGLANG[384]
21-27	1883-1886	3.9	*[384]	LICENSE[384]|PROJECT[384]|ONTOLOGY[384]|DATASET[384]|EVALMETRIC[384]|SOFTWARE[384]|PUBLICATION[384]|CONFERENCE[384]|WORKSHOP[384]|PROGLANG[384]
21-28	1886-1887	,	*[384]	LICENSE[384]|PROJECT[384]|ONTOLOGY[384]|DATASET[384]|EVALMETRIC[384]|SOFTWARE[384]|PUBLICATION[384]|CONFERENCE[384]|WORKSHOP[384]|PROGLANG[384]
21-29	1888-1895	PyTorch	*[384]	LICENSE[384]|PROJECT[384]|ONTOLOGY[384]|DATASET[384]|EVALMETRIC[384]|SOFTWARE[384]|PUBLICATION[384]|CONFERENCE[384]|WORKSHOP[384]|PROGLANG[384]
21-30	1896-1903	version	*[384]	LICENSE[384]|PROJECT[384]|ONTOLOGY[384]|DATASET[384]|EVALMETRIC[384]|SOFTWARE[384]|PUBLICATION[384]|CONFERENCE[384]|WORKSHOP[384]|PROGLANG[384]
21-31	1904-1909	2.1.2	*[384]	LICENSE[384]|PROJECT[384]|ONTOLOGY[384]|DATASET[384]|EVALMETRIC[384]|SOFTWARE[384]|PUBLICATION[384]|CONFERENCE[384]|WORKSHOP[384]|PROGLANG[384]
21-32	1909-1910	,	*[384]	LICENSE[384]|PROJECT[384]|ONTOLOGY[384]|DATASET[384]|EVALMETRIC[384]|SOFTWARE[384]|PUBLICATION[384]|CONFERENCE[384]|WORKSHOP[384]|PROGLANG[384]
21-33	1911-1915	Cuda	*[384]	LICENSE[384]|PROJECT[384]|ONTOLOGY[384]|DATASET[384]|EVALMETRIC[384]|SOFTWARE[384]|PUBLICATION[384]|CONFERENCE[384]|WORKSHOP[384]|PROGLANG[384]
21-34	1916-1920	12.1	*[384]	LICENSE[384]|PROJECT[384]|ONTOLOGY[384]|DATASET[384]|EVALMETRIC[384]|SOFTWARE[384]|PUBLICATION[384]|CONFERENCE[384]|WORKSHOP[384]|PROGLANG[384]
21-35	1920-1921	,	*[384]	LICENSE[384]|PROJECT[384]|ONTOLOGY[384]|DATASET[384]|EVALMETRIC[384]|SOFTWARE[384]|PUBLICATION[384]|CONFERENCE[384]|WORKSHOP[384]|PROGLANG[384]
21-36	1922-1925	PyG	*[384]	LICENSE[384]|PROJECT[384]|ONTOLOGY[384]|DATASET[384]|EVALMETRIC[384]|SOFTWARE[384]|PUBLICATION[384]|CONFERENCE[384]|WORKSHOP[384]|PROGLANG[384]
21-37	1926-1933	version	*[384]	LICENSE[384]|PROJECT[384]|ONTOLOGY[384]|DATASET[384]|EVALMETRIC[384]|SOFTWARE[384]|PUBLICATION[384]|CONFERENCE[384]|WORKSHOP[384]|PROGLANG[384]
21-38	1934-1939	2.3.0	*[384]	LICENSE[384]|PROJECT[384]|ONTOLOGY[384]|DATASET[384]|EVALMETRIC[384]|SOFTWARE[384]|PUBLICATION[384]|CONFERENCE[384]|WORKSHOP[384]|PROGLANG[384]
21-39	1939-1940	.	*[384]	LICENSE[384]|PROJECT[384]|ONTOLOGY[384]|DATASET[384]|EVALMETRIC[384]|SOFTWARE[384]|PUBLICATION[384]|CONFERENCE[384]|WORKSHOP[384]|PROGLANG[384]

#Text=Clone the repo:  ``` git clone https://github.com/ml-jku/vnegnn ```  Setup dependencies:  ``` conda create --name vnegnn python=3.9 conda activate vnegnn conda install pytorch==2.1.2 torchvision==0.16.2 torchaudio==2.1.2 pytorch-cuda=12.1 -c pytorch -c nvidia conda install pyg==2.4.0 -c pyg conda env update --name vnegnn --file environment.yaml ```  Activate the environment:  ``` conda activate vnegnn ```  ## Usage Examples  Following commands can be executed in the directory of the cloned repository.  ### Predict  Provide your protein in `.pdb` format.  ``` python predict.py -i protein.pdb -o output -c model.ckpt -d cuda:0               # run prediction on GPU  python predict.py -i protein.pdb -o output -c model.ckpt -d cuda:0 -v            # run prediction on GPU and create visualization ```  #### Predict Output  The model outputs:  - `prediction.csv`: holding the predicted positions (x,y,z) of the virtual nodes and the corresponding ranks - `visualization.pse`: PyMOL session file containing the protein structure with the predicted virtual node positions, only created if the `-v` flag is used.a  ## Data  In our training and evaluation process, we adopted the methodology outlined in \[Equipocket\](https://arxiv.org/abs/2302.12177) with a modification: we utilized a single validation set in place of the 5-fold cross-validation, due to computational limitations.
22-1	1942-1947	Clone	*[385]	PUBLICATION[385]|ONTOLOGY[385]|EVALMETRIC[385]|CONFERENCE[385]|SOFTWARE[385]|PROGLANG[385]|WORKSHOP[385]|LICENSE[385]|DATASET[385]|PROJECT[385]
22-2	1948-1951	the	*[385]	PUBLICATION[385]|ONTOLOGY[385]|EVALMETRIC[385]|CONFERENCE[385]|SOFTWARE[385]|PROGLANG[385]|WORKSHOP[385]|LICENSE[385]|DATASET[385]|PROJECT[385]
22-3	1952-1956	repo	*[385]	PUBLICATION[385]|ONTOLOGY[385]|EVALMETRIC[385]|CONFERENCE[385]|SOFTWARE[385]|PROGLANG[385]|WORKSHOP[385]|LICENSE[385]|DATASET[385]|PROJECT[385]
22-4	1956-1957	:	*[385]	PUBLICATION[385]|ONTOLOGY[385]|EVALMETRIC[385]|CONFERENCE[385]|SOFTWARE[385]|PROGLANG[385]|WORKSHOP[385]|LICENSE[385]|DATASET[385]|PROJECT[385]
22-5	1959-1960	`	*[385]	PUBLICATION[385]|ONTOLOGY[385]|EVALMETRIC[385]|CONFERENCE[385]|SOFTWARE[385]|PROGLANG[385]|WORKSHOP[385]|LICENSE[385]|DATASET[385]|PROJECT[385]
22-6	1960-1961	`	*[385]	PUBLICATION[385]|ONTOLOGY[385]|EVALMETRIC[385]|CONFERENCE[385]|SOFTWARE[385]|PROGLANG[385]|WORKSHOP[385]|LICENSE[385]|DATASET[385]|PROJECT[385]
22-7	1961-1962	`	*[385]	PUBLICATION[385]|ONTOLOGY[385]|EVALMETRIC[385]|CONFERENCE[385]|SOFTWARE[385]|PROGLANG[385]|WORKSHOP[385]|LICENSE[385]|DATASET[385]|PROJECT[385]
22-8	1963-1966	git	*[385]	PUBLICATION[385]|ONTOLOGY[385]|EVALMETRIC[385]|CONFERENCE[385]|SOFTWARE[385]|PROGLANG[385]|WORKSHOP[385]|LICENSE[385]|DATASET[385]|PROJECT[385]
22-9	1967-1972	clone	*[385]	PUBLICATION[385]|ONTOLOGY[385]|EVALMETRIC[385]|CONFERENCE[385]|SOFTWARE[385]|PROGLANG[385]|WORKSHOP[385]|LICENSE[385]|DATASET[385]|PROJECT[385]
22-10	1973-1978	https	*[385]	PUBLICATION[385]|ONTOLOGY[385]|EVALMETRIC[385]|CONFERENCE[385]|SOFTWARE[385]|PROGLANG[385]|WORKSHOP[385]|LICENSE[385]|DATASET[385]|PROJECT[385]
22-11	1978-1979	:	*[385]	PUBLICATION[385]|ONTOLOGY[385]|EVALMETRIC[385]|CONFERENCE[385]|SOFTWARE[385]|PROGLANG[385]|WORKSHOP[385]|LICENSE[385]|DATASET[385]|PROJECT[385]
22-12	1979-1980	/	*[385]	PUBLICATION[385]|ONTOLOGY[385]|EVALMETRIC[385]|CONFERENCE[385]|SOFTWARE[385]|PROGLANG[385]|WORKSHOP[385]|LICENSE[385]|DATASET[385]|PROJECT[385]
22-13	1980-1981	/	*[385]	PUBLICATION[385]|ONTOLOGY[385]|EVALMETRIC[385]|CONFERENCE[385]|SOFTWARE[385]|PROGLANG[385]|WORKSHOP[385]|LICENSE[385]|DATASET[385]|PROJECT[385]
22-14	1981-1991	github.com	*[385]	PUBLICATION[385]|ONTOLOGY[385]|EVALMETRIC[385]|CONFERENCE[385]|SOFTWARE[385]|PROGLANG[385]|WORKSHOP[385]|LICENSE[385]|DATASET[385]|PROJECT[385]
22-15	1991-1992	/	*[385]	PUBLICATION[385]|ONTOLOGY[385]|EVALMETRIC[385]|CONFERENCE[385]|SOFTWARE[385]|PROGLANG[385]|WORKSHOP[385]|LICENSE[385]|DATASET[385]|PROJECT[385]
22-16	1992-1998	ml-jku	*[385]	PUBLICATION[385]|ONTOLOGY[385]|EVALMETRIC[385]|CONFERENCE[385]|SOFTWARE[385]|PROGLANG[385]|WORKSHOP[385]|LICENSE[385]|DATASET[385]|PROJECT[385]
22-17	1998-1999	/	*[385]	PUBLICATION[385]|ONTOLOGY[385]|EVALMETRIC[385]|CONFERENCE[385]|SOFTWARE[385]|PROGLANG[385]|WORKSHOP[385]|LICENSE[385]|DATASET[385]|PROJECT[385]
22-18	1999-2005	vnegnn	*[385]	PUBLICATION[385]|ONTOLOGY[385]|EVALMETRIC[385]|CONFERENCE[385]|SOFTWARE[385]|PROGLANG[385]|WORKSHOP[385]|LICENSE[385]|DATASET[385]|PROJECT[385]
22-19	2006-2007	`	*[385]	PUBLICATION[385]|ONTOLOGY[385]|EVALMETRIC[385]|CONFERENCE[385]|SOFTWARE[385]|PROGLANG[385]|WORKSHOP[385]|LICENSE[385]|DATASET[385]|PROJECT[385]
22-20	2007-2008	`	*[385]	PUBLICATION[385]|ONTOLOGY[385]|EVALMETRIC[385]|CONFERENCE[385]|SOFTWARE[385]|PROGLANG[385]|WORKSHOP[385]|LICENSE[385]|DATASET[385]|PROJECT[385]
22-21	2008-2009	`	*[385]	PUBLICATION[385]|ONTOLOGY[385]|EVALMETRIC[385]|CONFERENCE[385]|SOFTWARE[385]|PROGLANG[385]|WORKSHOP[385]|LICENSE[385]|DATASET[385]|PROJECT[385]
22-22	2011-2016	Setup	*[385]	PUBLICATION[385]|ONTOLOGY[385]|EVALMETRIC[385]|CONFERENCE[385]|SOFTWARE[385]|PROGLANG[385]|WORKSHOP[385]|LICENSE[385]|DATASET[385]|PROJECT[385]
22-23	2017-2029	dependencies	*[385]	PUBLICATION[385]|ONTOLOGY[385]|EVALMETRIC[385]|CONFERENCE[385]|SOFTWARE[385]|PROGLANG[385]|WORKSHOP[385]|LICENSE[385]|DATASET[385]|PROJECT[385]
22-24	2029-2030	:	*[385]	PUBLICATION[385]|ONTOLOGY[385]|EVALMETRIC[385]|CONFERENCE[385]|SOFTWARE[385]|PROGLANG[385]|WORKSHOP[385]|LICENSE[385]|DATASET[385]|PROJECT[385]
22-25	2032-2033	`	*[385]	PUBLICATION[385]|ONTOLOGY[385]|EVALMETRIC[385]|CONFERENCE[385]|SOFTWARE[385]|PROGLANG[385]|WORKSHOP[385]|LICENSE[385]|DATASET[385]|PROJECT[385]
22-26	2033-2034	`	*[385]	PUBLICATION[385]|ONTOLOGY[385]|EVALMETRIC[385]|CONFERENCE[385]|SOFTWARE[385]|PROGLANG[385]|WORKSHOP[385]|LICENSE[385]|DATASET[385]|PROJECT[385]
22-27	2034-2035	`	*[385]	PUBLICATION[385]|ONTOLOGY[385]|EVALMETRIC[385]|CONFERENCE[385]|SOFTWARE[385]|PROGLANG[385]|WORKSHOP[385]|LICENSE[385]|DATASET[385]|PROJECT[385]
22-28	2036-2041	conda	*[385]	PUBLICATION[385]|ONTOLOGY[385]|EVALMETRIC[385]|CONFERENCE[385]|SOFTWARE[385]|PROGLANG[385]|WORKSHOP[385]|LICENSE[385]|DATASET[385]|PROJECT[385]
22-29	2042-2048	create	*[385]	PUBLICATION[385]|ONTOLOGY[385]|EVALMETRIC[385]|CONFERENCE[385]|SOFTWARE[385]|PROGLANG[385]|WORKSHOP[385]|LICENSE[385]|DATASET[385]|PROJECT[385]
22-30	2049-2050	-	*[385]	PUBLICATION[385]|ONTOLOGY[385]|EVALMETRIC[385]|CONFERENCE[385]|SOFTWARE[385]|PROGLANG[385]|WORKSHOP[385]|LICENSE[385]|DATASET[385]|PROJECT[385]
22-31	2050-2051	-	*[385]	PUBLICATION[385]|ONTOLOGY[385]|EVALMETRIC[385]|CONFERENCE[385]|SOFTWARE[385]|PROGLANG[385]|WORKSHOP[385]|LICENSE[385]|DATASET[385]|PROJECT[385]
22-32	2051-2055	name	*[385]	PUBLICATION[385]|ONTOLOGY[385]|EVALMETRIC[385]|CONFERENCE[385]|SOFTWARE[385]|PROGLANG[385]|WORKSHOP[385]|LICENSE[385]|DATASET[385]|PROJECT[385]
22-33	2056-2062	vnegnn	*[385]	PUBLICATION[385]|ONTOLOGY[385]|EVALMETRIC[385]|CONFERENCE[385]|SOFTWARE[385]|PROGLANG[385]|WORKSHOP[385]|LICENSE[385]|DATASET[385]|PROJECT[385]
22-34	2063-2069	python	*[385]	PUBLICATION[385]|ONTOLOGY[385]|EVALMETRIC[385]|CONFERENCE[385]|SOFTWARE[385]|PROGLANG[385]|WORKSHOP[385]|LICENSE[385]|DATASET[385]|PROJECT[385]
22-35	2069-2070	=	*[385]	PUBLICATION[385]|ONTOLOGY[385]|EVALMETRIC[385]|CONFERENCE[385]|SOFTWARE[385]|PROGLANG[385]|WORKSHOP[385]|LICENSE[385]|DATASET[385]|PROJECT[385]
22-36	2070-2073	3.9	*[385]	PUBLICATION[385]|ONTOLOGY[385]|EVALMETRIC[385]|CONFERENCE[385]|SOFTWARE[385]|PROGLANG[385]|WORKSHOP[385]|LICENSE[385]|DATASET[385]|PROJECT[385]
22-37	2074-2079	conda	*[385]	PUBLICATION[385]|ONTOLOGY[385]|EVALMETRIC[385]|CONFERENCE[385]|SOFTWARE[385]|PROGLANG[385]|WORKSHOP[385]|LICENSE[385]|DATASET[385]|PROJECT[385]
22-38	2080-2088	activate	*[385]	PUBLICATION[385]|ONTOLOGY[385]|EVALMETRIC[385]|CONFERENCE[385]|SOFTWARE[385]|PROGLANG[385]|WORKSHOP[385]|LICENSE[385]|DATASET[385]|PROJECT[385]
22-39	2089-2095	vnegnn	*[385]	PUBLICATION[385]|ONTOLOGY[385]|EVALMETRIC[385]|CONFERENCE[385]|SOFTWARE[385]|PROGLANG[385]|WORKSHOP[385]|LICENSE[385]|DATASET[385]|PROJECT[385]
22-40	2096-2101	conda	*[385]	PUBLICATION[385]|ONTOLOGY[385]|EVALMETRIC[385]|CONFERENCE[385]|SOFTWARE[385]|PROGLANG[385]|WORKSHOP[385]|LICENSE[385]|DATASET[385]|PROJECT[385]
22-41	2102-2109	install	*[385]	PUBLICATION[385]|ONTOLOGY[385]|EVALMETRIC[385]|CONFERENCE[385]|SOFTWARE[385]|PROGLANG[385]|WORKSHOP[385]|LICENSE[385]|DATASET[385]|PROJECT[385]
22-42	2110-2117	pytorch	*[385]	PUBLICATION[385]|ONTOLOGY[385]|EVALMETRIC[385]|CONFERENCE[385]|SOFTWARE[385]|PROGLANG[385]|WORKSHOP[385]|LICENSE[385]|DATASET[385]|PROJECT[385]
22-43	2117-2118	=	*[385]	PUBLICATION[385]|ONTOLOGY[385]|EVALMETRIC[385]|CONFERENCE[385]|SOFTWARE[385]|PROGLANG[385]|WORKSHOP[385]|LICENSE[385]|DATASET[385]|PROJECT[385]
22-44	2118-2119	=	*[385]	PUBLICATION[385]|ONTOLOGY[385]|EVALMETRIC[385]|CONFERENCE[385]|SOFTWARE[385]|PROGLANG[385]|WORKSHOP[385]|LICENSE[385]|DATASET[385]|PROJECT[385]
22-45	2119-2124	2.1.2	*[385]	PUBLICATION[385]|ONTOLOGY[385]|EVALMETRIC[385]|CONFERENCE[385]|SOFTWARE[385]|PROGLANG[385]|WORKSHOP[385]|LICENSE[385]|DATASET[385]|PROJECT[385]
22-46	2125-2136	torchvision	*[385]	PUBLICATION[385]|ONTOLOGY[385]|EVALMETRIC[385]|CONFERENCE[385]|SOFTWARE[385]|PROGLANG[385]|WORKSHOP[385]|LICENSE[385]|DATASET[385]|PROJECT[385]
22-47	2136-2137	=	*[385]	PUBLICATION[385]|ONTOLOGY[385]|EVALMETRIC[385]|CONFERENCE[385]|SOFTWARE[385]|PROGLANG[385]|WORKSHOP[385]|LICENSE[385]|DATASET[385]|PROJECT[385]
22-48	2137-2138	=	*[385]	PUBLICATION[385]|ONTOLOGY[385]|EVALMETRIC[385]|CONFERENCE[385]|SOFTWARE[385]|PROGLANG[385]|WORKSHOP[385]|LICENSE[385]|DATASET[385]|PROJECT[385]
22-49	2138-2144	0.16.2	*[385]	PUBLICATION[385]|ONTOLOGY[385]|EVALMETRIC[385]|CONFERENCE[385]|SOFTWARE[385]|PROGLANG[385]|WORKSHOP[385]|LICENSE[385]|DATASET[385]|PROJECT[385]
22-50	2145-2155	torchaudio	*[385]	PUBLICATION[385]|ONTOLOGY[385]|EVALMETRIC[385]|CONFERENCE[385]|SOFTWARE[385]|PROGLANG[385]|WORKSHOP[385]|LICENSE[385]|DATASET[385]|PROJECT[385]
22-51	2155-2156	=	*[385]	PUBLICATION[385]|ONTOLOGY[385]|EVALMETRIC[385]|CONFERENCE[385]|SOFTWARE[385]|PROGLANG[385]|WORKSHOP[385]|LICENSE[385]|DATASET[385]|PROJECT[385]
22-52	2156-2157	=	*[385]	PUBLICATION[385]|ONTOLOGY[385]|EVALMETRIC[385]|CONFERENCE[385]|SOFTWARE[385]|PROGLANG[385]|WORKSHOP[385]|LICENSE[385]|DATASET[385]|PROJECT[385]
22-53	2157-2162	2.1.2	*[385]	PUBLICATION[385]|ONTOLOGY[385]|EVALMETRIC[385]|CONFERENCE[385]|SOFTWARE[385]|PROGLANG[385]|WORKSHOP[385]|LICENSE[385]|DATASET[385]|PROJECT[385]
