#FORMAT=WebAnno TSV 3.3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value


#Text= 
0-0	0-1	 	*[57]|*[72]	DATASET[57]|ONTOLOGY[57]|EVALMETRIC[57]|SOFTWARE[57]|PUBLICATION[57]|PROJECT[57]|WORKSHOP[57]|PROGLANG[57]|LICENSE[57]|CONFERENCE[72]
5-275	2306-2307	:	*[62]	PROGLANG[62]|LICENSE[62]|PROJECT[62]|ONTOLOGY[62]|DATASET[62]|EVALMETRIC[62]|SOFTWARE[62]|PUBLICATION[62]|CONFERENCE[62]|WORKSHOP[62]
5-276	2308-2311	Run	*[62]	PROGLANG[62]|LICENSE[62]|PROJECT[62]|ONTOLOGY[62]|DATASET[62]|EVALMETRIC[62]|SOFTWARE[62]|PUBLICATION[62]|CONFERENCE[62]|WORKSHOP[62]
5-277	2312-2320	Compiled	*[62]	PROGLANG[62]|LICENSE[62]|PROJECT[62]|ONTOLOGY[62]|DATASET[62]|EVALMETRIC[62]|SOFTWARE[62]|PUBLICATION[62]|CONFERENCE[62]|WORKSHOP[62]
5-278	2321-2328	Package	*[62]	PROGLANG[62]|LICENSE[62]|PROJECT[62]|ONTOLOGY[62]|DATASET[62]|EVALMETRIC[62]|SOFTWARE[62]|PUBLICATION[62]|CONFERENCE[62]|WORKSHOP[62]
5-279	2330-2333	The	*[62]	PROGLANG[62]|LICENSE[62]|PROJECT[62]|ONTOLOGY[62]|DATASET[62]|EVALMETRIC[62]|SOFTWARE[62]|PUBLICATION[62]|CONFERENCE[62]|WORKSHOP[62]
5-280	2334-2343	execution	*[62]	PROGLANG[62]|LICENSE[62]|PROJECT[62]|ONTOLOGY[62]|DATASET[62]|EVALMETRIC[62]|SOFTWARE[62]|PUBLICATION[62]|CONFERENCE[62]|WORKSHOP[62]
5-281	2344-2346	of	*[62]	PROGLANG[62]|LICENSE[62]|PROJECT[62]|ONTOLOGY[62]|DATASET[62]|EVALMETRIC[62]|SOFTWARE[62]|PUBLICATION[62]|CONFERENCE[62]|WORKSHOP[62]
5-282	2347-2355	compiled	*[62]	PROGLANG[62]|LICENSE[62]|PROJECT[62]|ONTOLOGY[62]|DATASET[62]|EVALMETRIC[62]|SOFTWARE[62]|PUBLICATION[62]|CONFERENCE[62]|WORKSHOP[62]
5-283	2356-2363	package	*[62]	PROGLANG[62]|LICENSE[62]|PROJECT[62]|ONTOLOGY[62]|DATASET[62]|EVALMETRIC[62]|SOFTWARE[62]|PUBLICATION[62]|CONFERENCE[62]|WORKSHOP[62]
5-284	2364-2366	is	*[62]	PROGLANG[62]|LICENSE[62]|PROJECT[62]|ONTOLOGY[62]|DATASET[62]|EVALMETRIC[62]|SOFTWARE[62]|PUBLICATION[62]|CONFERENCE[62]|WORKSHOP[62]
5-285	2367-2373	tested	*[62]	PROGLANG[62]|LICENSE[62]|PROJECT[62]|ONTOLOGY[62]|DATASET[62]|EVALMETRIC[62]|SOFTWARE[62]|PUBLICATION[62]|CONFERENCE[62]|WORKSHOP[62]
5-286	2374-2376	on	*[62]	PROGLANG[62]|LICENSE[62]|PROJECT[62]|ONTOLOGY[62]|DATASET[62]|EVALMETRIC[62]|SOFTWARE[62]|PUBLICATION[62]|CONFERENCE[62]|WORKSHOP[62]
5-287	2377-2380	HPC	*[62]	PROGLANG[62]|LICENSE[62]|PROJECT[62]|ONTOLOGY[62]|DATASET[62]|EVALMETRIC[62]|SOFTWARE[62]|PUBLICATION[62]|CONFERENCE[62]|WORKSHOP[62]
5-288	2381-2389	clusters	*[62]	PROGLANG[62]|LICENSE[62]|PROJECT[62]|ONTOLOGY[62]|DATASET[62]|EVALMETRIC[62]|SOFTWARE[62]|PUBLICATION[62]|CONFERENCE[62]|WORKSHOP[62]
5-289	2390-2394	with	*[62]	PROGLANG[62]|LICENSE[62]|PROJECT[62]|ONTOLOGY[62]|DATASET[62]|EVALMETRIC[62]|SOFTWARE[62]|PUBLICATION[62]|CONFERENCE[62]|WORKSHOP[62]
5-290	2395-2401	module	*[62]	PROGLANG[62]|LICENSE[62]|PROJECT[62]|ONTOLOGY[62]|DATASET[62]|EVALMETRIC[62]|SOFTWARE[62]|PUBLICATION[62]|CONFERENCE[62]|WORKSHOP[62]
5-291	2402-2405	gcc	*[62]	PROGLANG[62]|LICENSE[62]|PROJECT[62]|ONTOLOGY[62]|DATASET[62]|EVALMETRIC[62]|SOFTWARE[62]|PUBLICATION[62]|CONFERENCE[62]|WORKSHOP[62]
5-292	2405-2406	/	*[62]	PROGLANG[62]|LICENSE[62]|PROJECT[62]|ONTOLOGY[62]|DATASET[62]|EVALMETRIC[62]|SOFTWARE[62]|PUBLICATION[62]|CONFERENCE[62]|WORKSHOP[62]
5-293	2406-2411	6.1.0	*[62]	PROGLANG[62]|LICENSE[62]|PROJECT[62]|ONTOLOGY[62]|DATASET[62]|EVALMETRIC[62]|SOFTWARE[62]|PUBLICATION[62]|CONFERENCE[62]|WORKSHOP[62]
5-294	2411-2412	,	*[62]	PROGLANG[62]|LICENSE[62]|PROJECT[62]|ONTOLOGY[62]|DATASET[62]|EVALMETRIC[62]|SOFTWARE[62]|PUBLICATION[62]|CONFERENCE[62]|WORKSHOP[62]
5-295	2413-2416	gsl	*[62]	PROGLANG[62]|LICENSE[62]|PROJECT[62]|ONTOLOGY[62]|DATASET[62]|EVALMETRIC[62]|SOFTWARE[62]|PUBLICATION[62]|CONFERENCE[62]|WORKSHOP[62]
5-296	2416-2417	/	*[62]	PROGLANG[62]|LICENSE[62]|PROJECT[62]|ONTOLOGY[62]|DATASET[62]|EVALMETRIC[62]|SOFTWARE[62]|PUBLICATION[62]|CONFERENCE[62]|WORKSHOP[62]
5-297	2417-2420	2.3	*[62]	PROGLANG[62]|LICENSE[62]|PROJECT[62]|ONTOLOGY[62]|DATASET[62]|EVALMETRIC[62]|SOFTWARE[62]|PUBLICATION[62]|CONFERENCE[62]|WORKSHOP[62]
5-298	2421-2424	and	*[62]	PROGLANG[62]|LICENSE[62]|PROJECT[62]|ONTOLOGY[62]|DATASET[62]|EVALMETRIC[62]|SOFTWARE[62]|PUBLICATION[62]|CONFERENCE[62]|WORKSHOP[62]
5-299	2425-2431	MATLAB	*[62]	PROGLANG[62]|LICENSE[62]|PROJECT[62]|ONTOLOGY[62]|DATASET[62]|EVALMETRIC[62]|SOFTWARE[62]|PUBLICATION[62]|CONFERENCE[62]|WORKSHOP[62]
5-300	2431-2432	/	*[62]	PROGLANG[62]|LICENSE[62]|PROJECT[62]|ONTOLOGY[62]|DATASET[62]|EVALMETRIC[62]|SOFTWARE[62]|PUBLICATION[62]|CONFERENCE[62]|WORKSHOP[62]
5-301	2432-2438	r2017b	*[62]	PROGLANG[62]|LICENSE[62]|PROJECT[62]|ONTOLOGY[62]|DATASET[62]|EVALMETRIC[62]|SOFTWARE[62]|PUBLICATION[62]|CONFERENCE[62]|WORKSHOP[62]
5-302	2439-2445	loaded	*[62]	PROGLANG[62]|LICENSE[62]|PROJECT[62]|ONTOLOGY[62]|DATASET[62]|EVALMETRIC[62]|SOFTWARE[62]|PUBLICATION[62]|CONFERENCE[62]|WORKSHOP[62]
5-303	2445-2446	\;	*[62]	PROGLANG[62]|LICENSE[62]|PROJECT[62]|ONTOLOGY[62]|DATASET[62]|EVALMETRIC[62]|SOFTWARE[62]|PUBLICATION[62]|CONFERENCE[62]|WORKSHOP[62]
5-304	2449-2454	Steps	*[62]	PROGLANG[62]|LICENSE[62]|PROJECT[62]|ONTOLOGY[62]|DATASET[62]|EVALMETRIC[62]|SOFTWARE[62]|PUBLICATION[62]|CONFERENCE[62]|WORKSHOP[62]
5-305	2454-2455	:	*[62]	PROGLANG[62]|LICENSE[62]|PROJECT[62]|ONTOLOGY[62]|DATASET[62]|EVALMETRIC[62]|SOFTWARE[62]|PUBLICATION[62]|CONFERENCE[62]|WORKSHOP[62]
5-306	2457-2458	#	*[62]	PROGLANG[62]|LICENSE[62]|PROJECT[62]|ONTOLOGY[62]|DATASET[62]|EVALMETRIC[62]|SOFTWARE[62]|PUBLICATION[62]|CONFERENCE[62]|WORKSHOP[62]
5-307	2458-2459	#	*[62]	PROGLANG[62]|LICENSE[62]|PROJECT[62]|ONTOLOGY[62]|DATASET[62]|EVALMETRIC[62]|SOFTWARE[62]|PUBLICATION[62]|CONFERENCE[62]|WORKSHOP[62]
5-308	2459-2460	#	*[62]	PROGLANG[62]|LICENSE[62]|PROJECT[62]|ONTOLOGY[62]|DATASET[62]|EVALMETRIC[62]|SOFTWARE[62]|PUBLICATION[62]|CONFERENCE[62]|WORKSHOP[62]
5-309	2461-2462	(	*[62]	PROGLANG[62]|LICENSE[62]|PROJECT[62]|ONTOLOGY[62]|DATASET[62]|EVALMETRIC[62]|SOFTWARE[62]|PUBLICATION[62]|CONFERENCE[62]|WORKSHOP[62]
5-310	2462-2463	1	*[62]	PROGLANG[62]|LICENSE[62]|PROJECT[62]|ONTOLOGY[62]|DATASET[62]|EVALMETRIC[62]|SOFTWARE[62]|PUBLICATION[62]|CONFERENCE[62]|WORKSHOP[62]
5-311	2463-2464	)	*[62]	PROGLANG[62]|LICENSE[62]|PROJECT[62]|ONTOLOGY[62]|DATASET[62]|EVALMETRIC[62]|SOFTWARE[62]|PUBLICATION[62]|CONFERENCE[62]|WORKSHOP[62]
5-312	2465-2467	On	*[62]	PROGLANG[62]|LICENSE[62]|PROJECT[62]|ONTOLOGY[62]|DATASET[62]|EVALMETRIC[62]|SOFTWARE[62]|PUBLICATION[62]|CONFERENCE[62]|WORKSHOP[62]
5-313	2468-2471	HPC	*[62]	PROGLANG[62]|LICENSE[62]|PROJECT[62]|ONTOLOGY[62]|DATASET[62]|EVALMETRIC[62]|SOFTWARE[62]|PUBLICATION[62]|CONFERENCE[62]|WORKSHOP[62]
5-314	2472-2479	command	*[62]	PROGLANG[62]|LICENSE[62]|PROJECT[62]|ONTOLOGY[62]|DATASET[62]|EVALMETRIC[62]|SOFTWARE[62]|PUBLICATION[62]|CONFERENCE[62]|WORKSHOP[62]
5-315	2480-2484	line	*[62]	PROGLANG[62]|LICENSE[62]|PROJECT[62]|ONTOLOGY[62]|DATASET[62]|EVALMETRIC[62]|SOFTWARE[62]|PUBLICATION[62]|CONFERENCE[62]|WORKSHOP[62]
5-316	2484-2485	:	*[62]	PROGLANG[62]|LICENSE[62]|PROJECT[62]|ONTOLOGY[62]|DATASET[62]|EVALMETRIC[62]|SOFTWARE[62]|PUBLICATION[62]|CONFERENCE[62]|WORKSHOP[62]
5-317	2493-2494	1	*[62]	PROGLANG[62]|LICENSE[62]|PROJECT[62]|ONTOLOGY[62]|DATASET[62]|EVALMETRIC[62]|SOFTWARE[62]|PUBLICATION[62]|CONFERENCE[62]|WORKSHOP[62]
5-318	2494-2495	>	*[62]	PROGLANG[62]|LICENSE[62]|PROJECT[62]|ONTOLOGY[62]|DATASET[62]|EVALMETRIC[62]|SOFTWARE[62]|PUBLICATION[62]|CONFERENCE[62]|WORKSHOP[62]
5-319	2496-2502	module	*[62]	PROGLANG[62]|LICENSE[62]|PROJECT[62]|ONTOLOGY[62]|DATASET[62]|EVALMETRIC[62]|SOFTWARE[62]|PUBLICATION[62]|CONFERENCE[62]|WORKSHOP[62]
5-320	2503-2507	load	*[62]	PROGLANG[62]|LICENSE[62]|PROJECT[62]|ONTOLOGY[62]|DATASET[62]|EVALMETRIC[62]|SOFTWARE[62]|PUBLICATION[62]|CONFERENCE[62]|WORKSHOP[62]
5-321	2508-2511	gcc	*[62]	PROGLANG[62]|LICENSE[62]|PROJECT[62]|ONTOLOGY[62]|DATASET[62]|EVALMETRIC[62]|SOFTWARE[62]|PUBLICATION[62]|CONFERENCE[62]|WORKSHOP[62]
5-322	2511-2512	/	*[62]	PROGLANG[62]|LICENSE[62]|PROJECT[62]|ONTOLOGY[62]|DATASET[62]|EVALMETRIC[62]|SOFTWARE[62]|PUBLICATION[62]|CONFERENCE[62]|WORKSHOP[62]
5-323	2512-2517	6.1.0	*[62]	PROGLANG[62]|LICENSE[62]|PROJECT[62]|ONTOLOGY[62]|DATASET[62]|EVALMETRIC[62]|SOFTWARE[62]|PUBLICATION[62]|CONFERENCE[62]|WORKSHOP[62]
5-324	2525-2526	2	*[62]	PROGLANG[62]|LICENSE[62]|PROJECT[62]|ONTOLOGY[62]|DATASET[62]|EVALMETRIC[62]|SOFTWARE[62]|PUBLICATION[62]|CONFERENCE[62]|WORKSHOP[62]
5-325	2526-2527	>	*[62]	PROGLANG[62]|LICENSE[62]|PROJECT[62]|ONTOLOGY[62]|DATASET[62]|EVALMETRIC[62]|SOFTWARE[62]|PUBLICATION[62]|CONFERENCE[62]|WORKSHOP[62]
5-326	2528-2534	module	*[62]	PROGLANG[62]|LICENSE[62]|PROJECT[62]|ONTOLOGY[62]|DATASET[62]|EVALMETRIC[62]|SOFTWARE[62]|PUBLICATION[62]|CONFERENCE[62]|WORKSHOP[62]
5-327	2535-2539	load	*[62]	PROGLANG[62]|LICENSE[62]|PROJECT[62]|ONTOLOGY[62]|DATASET[62]|EVALMETRIC[62]|SOFTWARE[62]|PUBLICATION[62]|CONFERENCE[62]|WORKSHOP[62]
5-328	2540-2543	gsl	*[62]	PROGLANG[62]|LICENSE[62]|PROJECT[62]|ONTOLOGY[62]|DATASET[62]|EVALMETRIC[62]|SOFTWARE[62]|PUBLICATION[62]|CONFERENCE[62]|WORKSHOP[62]
5-329	2543-2544	/	*[62]	PROGLANG[62]|LICENSE[62]|PROJECT[62]|ONTOLOGY[62]|DATASET[62]|EVALMETRIC[62]|SOFTWARE[62]|PUBLICATION[62]|CONFERENCE[62]|WORKSHOP[62]
5-330	2544-2547	2.3	*[62]	PROGLANG[62]|LICENSE[62]|PROJECT[62]|ONTOLOGY[62]|DATASET[62]|EVALMETRIC[62]|SOFTWARE[62]|PUBLICATION[62]|CONFERENCE[62]|WORKSHOP[62]
5-331	2555-2556	3	*[62]	PROGLANG[62]|LICENSE[62]|PROJECT[62]|ONTOLOGY[62]|DATASET[62]|EVALMETRIC[62]|SOFTWARE[62]|PUBLICATION[62]|CONFERENCE[62]|WORKSHOP[62]
5-332	2556-2557	>	*[62]	PROGLANG[62]|LICENSE[62]|PROJECT[62]|ONTOLOGY[62]|DATASET[62]|EVALMETRIC[62]|SOFTWARE[62]|PUBLICATION[62]|CONFERENCE[62]|WORKSHOP[62]
5-333	2558-2564	module	*[62]	PROGLANG[62]|LICENSE[62]|PROJECT[62]|ONTOLOGY[62]|DATASET[62]|EVALMETRIC[62]|SOFTWARE[62]|PUBLICATION[62]|CONFERENCE[62]|WORKSHOP[62]
5-334	2565-2569	load	*[62]	PROGLANG[62]|LICENSE[62]|PROJECT[62]|ONTOLOGY[62]|DATASET[62]|EVALMETRIC[62]|SOFTWARE[62]|PUBLICATION[62]|CONFERENCE[62]|WORKSHOP[62]
5-335	2570-2576	MATLAB	*[62]	PROGLANG[62]|LICENSE[62]|PROJECT[62]|ONTOLOGY[62]|DATASET[62]|EVALMETRIC[62]|SOFTWARE[62]|PUBLICATION[62]|CONFERENCE[62]|WORKSHOP[62]
5-336	2576-2577	/	*[62]	PROGLANG[62]|LICENSE[62]|PROJECT[62]|ONTOLOGY[62]|DATASET[62]|EVALMETRIC[62]|SOFTWARE[62]|PUBLICATION[62]|CONFERENCE[62]|WORKSHOP[62]
5-337	2577-2583	r2017b	*[62]	PROGLANG[62]|LICENSE[62]|PROJECT[62]|ONTOLOGY[62]|DATASET[62]|EVALMETRIC[62]|SOFTWARE[62]|PUBLICATION[62]|CONFERENCE[62]|WORKSHOP[62]
5-338	2591-2592	4	*[62]	PROGLANG[62]|LICENSE[62]|PROJECT[62]|ONTOLOGY[62]|DATASET[62]|EVALMETRIC[62]|SOFTWARE[62]|PUBLICATION[62]|CONFERENCE[62]|WORKSHOP[62]
5-339	2592-2593	>	*[62]	PROGLANG[62]|LICENSE[62]|PROJECT[62]|ONTOLOGY[62]|DATASET[62]|EVALMETRIC[62]|SOFTWARE[62]|PUBLICATION[62]|CONFERENCE[62]|WORKSHOP[62]
5-340	2594-2595	.	*[62]	PROGLANG[62]|LICENSE[62]|PROJECT[62]|ONTOLOGY[62]|DATASET[62]|EVALMETRIC[62]|SOFTWARE[62]|PUBLICATION[62]|CONFERENCE[62]|WORKSHOP[62]

#Text=/Para\_DPMM  ### (2) Follow guidelines printed in the console (an example):        1> Please enter dataset path:  .
6-1	2595-2596	/	*[63]	LICENSE[63]|DATASET[63]|PROJECT[63]|SOFTWARE[63]|PUBLICATION[63]|ONTOLOGY[63]|EVALMETRIC[63]|CONFERENCE[63]|PROGLANG[63]|WORKSHOP[63]
6-2	2596-2605	Para\_DPMM	*[63]	LICENSE[63]|DATASET[63]|PROJECT[63]|SOFTWARE[63]|PUBLICATION[63]|ONTOLOGY[63]|EVALMETRIC[63]|CONFERENCE[63]|PROGLANG[63]|WORKSHOP[63]
6-3	2607-2608	#	*[63]	LICENSE[63]|DATASET[63]|PROJECT[63]|SOFTWARE[63]|PUBLICATION[63]|ONTOLOGY[63]|EVALMETRIC[63]|CONFERENCE[63]|PROGLANG[63]|WORKSHOP[63]
6-4	2608-2609	#	*[63]	LICENSE[63]|DATASET[63]|PROJECT[63]|SOFTWARE[63]|PUBLICATION[63]|ONTOLOGY[63]|EVALMETRIC[63]|CONFERENCE[63]|PROGLANG[63]|WORKSHOP[63]
6-5	2609-2610	#	*[63]	LICENSE[63]|DATASET[63]|PROJECT[63]|SOFTWARE[63]|PUBLICATION[63]|ONTOLOGY[63]|EVALMETRIC[63]|CONFERENCE[63]|PROGLANG[63]|WORKSHOP[63]
6-6	2611-2612	(	*[63]	LICENSE[63]|DATASET[63]|PROJECT[63]|SOFTWARE[63]|PUBLICATION[63]|ONTOLOGY[63]|EVALMETRIC[63]|CONFERENCE[63]|PROGLANG[63]|WORKSHOP[63]
6-7	2612-2613	2	*[63]	LICENSE[63]|DATASET[63]|PROJECT[63]|SOFTWARE[63]|PUBLICATION[63]|ONTOLOGY[63]|EVALMETRIC[63]|CONFERENCE[63]|PROGLANG[63]|WORKSHOP[63]
6-8	2613-2614	)	*[63]	LICENSE[63]|DATASET[63]|PROJECT[63]|SOFTWARE[63]|PUBLICATION[63]|ONTOLOGY[63]|EVALMETRIC[63]|CONFERENCE[63]|PROGLANG[63]|WORKSHOP[63]
6-9	2615-2621	Follow	*[63]	LICENSE[63]|DATASET[63]|PROJECT[63]|SOFTWARE[63]|PUBLICATION[63]|ONTOLOGY[63]|EVALMETRIC[63]|CONFERENCE[63]|PROGLANG[63]|WORKSHOP[63]
6-10	2622-2632	guidelines	*[63]	LICENSE[63]|DATASET[63]|PROJECT[63]|SOFTWARE[63]|PUBLICATION[63]|ONTOLOGY[63]|EVALMETRIC[63]|CONFERENCE[63]|PROGLANG[63]|WORKSHOP[63]
6-11	2633-2640	printed	*[63]	LICENSE[63]|DATASET[63]|PROJECT[63]|SOFTWARE[63]|PUBLICATION[63]|ONTOLOGY[63]|EVALMETRIC[63]|CONFERENCE[63]|PROGLANG[63]|WORKSHOP[63]
6-12	2641-2643	in	*[63]	LICENSE[63]|DATASET[63]|PROJECT[63]|SOFTWARE[63]|PUBLICATION[63]|ONTOLOGY[63]|EVALMETRIC[63]|CONFERENCE[63]|PROGLANG[63]|WORKSHOP[63]
6-13	2644-2647	the	*[63]	LICENSE[63]|DATASET[63]|PROJECT[63]|SOFTWARE[63]|PUBLICATION[63]|ONTOLOGY[63]|EVALMETRIC[63]|CONFERENCE[63]|PROGLANG[63]|WORKSHOP[63]
6-14	2648-2655	console	*[63]	LICENSE[63]|DATASET[63]|PROJECT[63]|SOFTWARE[63]|PUBLICATION[63]|ONTOLOGY[63]|EVALMETRIC[63]|CONFERENCE[63]|PROGLANG[63]|WORKSHOP[63]
6-15	2656-2657	(	*[63]	LICENSE[63]|DATASET[63]|PROJECT[63]|SOFTWARE[63]|PUBLICATION[63]|ONTOLOGY[63]|EVALMETRIC[63]|CONFERENCE[63]|PROGLANG[63]|WORKSHOP[63]
6-16	2657-2659	an	*[63]	LICENSE[63]|DATASET[63]|PROJECT[63]|SOFTWARE[63]|PUBLICATION[63]|ONTOLOGY[63]|EVALMETRIC[63]|CONFERENCE[63]|PROGLANG[63]|WORKSHOP[63]
6-17	2660-2667	example	*[63]	LICENSE[63]|DATASET[63]|PROJECT[63]|SOFTWARE[63]|PUBLICATION[63]|ONTOLOGY[63]|EVALMETRIC[63]|CONFERENCE[63]|PROGLANG[63]|WORKSHOP[63]
6-18	2667-2668	)	*[63]	LICENSE[63]|DATASET[63]|PROJECT[63]|SOFTWARE[63]|PUBLICATION[63]|ONTOLOGY[63]|EVALMETRIC[63]|CONFERENCE[63]|PROGLANG[63]|WORKSHOP[63]
6-19	2668-2669	:	*[63]	LICENSE[63]|DATASET[63]|PROJECT[63]|SOFTWARE[63]|PUBLICATION[63]|ONTOLOGY[63]|EVALMETRIC[63]|CONFERENCE[63]|PROGLANG[63]|WORKSHOP[63]
6-20	2677-2678	1	*[63]	LICENSE[63]|DATASET[63]|PROJECT[63]|SOFTWARE[63]|PUBLICATION[63]|ONTOLOGY[63]|EVALMETRIC[63]|CONFERENCE[63]|PROGLANG[63]|WORKSHOP[63]
6-21	2678-2679	>	*[63]	LICENSE[63]|DATASET[63]|PROJECT[63]|SOFTWARE[63]|PUBLICATION[63]|ONTOLOGY[63]|EVALMETRIC[63]|CONFERENCE[63]|PROGLANG[63]|WORKSHOP[63]
6-22	2680-2686	Please	*[63]	LICENSE[63]|DATASET[63]|PROJECT[63]|SOFTWARE[63]|PUBLICATION[63]|ONTOLOGY[63]|EVALMETRIC[63]|CONFERENCE[63]|PROGLANG[63]|WORKSHOP[63]
6-23	2687-2692	enter	*[63]	LICENSE[63]|DATASET[63]|PROJECT[63]|SOFTWARE[63]|PUBLICATION[63]|ONTOLOGY[63]|EVALMETRIC[63]|CONFERENCE[63]|PROGLANG[63]|WORKSHOP[63]
6-24	2693-2700	dataset	*[63]	LICENSE[63]|DATASET[63]|PROJECT[63]|SOFTWARE[63]|PUBLICATION[63]|ONTOLOGY[63]|EVALMETRIC[63]|CONFERENCE[63]|PROGLANG[63]|WORKSHOP[63]
6-25	2701-2705	path	*[63]	LICENSE[63]|DATASET[63]|PROJECT[63]|SOFTWARE[63]|PUBLICATION[63]|ONTOLOGY[63]|EVALMETRIC[63]|CONFERENCE[63]|PROGLANG[63]|WORKSHOP[63]
6-26	2705-2706	:	*[63]	LICENSE[63]|DATASET[63]|PROJECT[63]|SOFTWARE[63]|PUBLICATION[63]|ONTOLOGY[63]|EVALMETRIC[63]|CONFERENCE[63]|PROGLANG[63]|WORKSHOP[63]
6-27	2708-2709	.	*[63]	LICENSE[63]|DATASET[63]|PROJECT[63]|SOFTWARE[63]|PUBLICATION[63]|ONTOLOGY[63]|EVALMETRIC[63]|CONFERENCE[63]|PROGLANG[63]|WORKSHOP[63]

#Text=/datasets/data\_matrix\_1\_S\_Set.mat        2> Please enter number of processors:  16        3> Please set the value of alpha:  1        4> Please enter computing time limit (seconds):  40    ### (3) Result  The training iteration and computation time log is saved in Para\_DPMM\_output.txt, the clustering result is saved in Para\_DPMM\_result.mat, where z is the clustering result of Para\_DPMM model, label is the ground truth cluster label, AR is Adjusted Random Index, RI is Random Index benchmark, MI is "Mirkin's" index and HI is "Hubert's" index
7-1	2709-2710	/	*[64]	PUBLICATION[64]|PROJECT[64]|SOFTWARE[64]|CONFERENCE[64]|PROGLANG[64]|WORKSHOP[64]|LICENSE[64]|DATASET[64]|EVALMETRIC[64]|ONTOLOGY[64]
7-2	2710-2718	datasets	*[64]	PUBLICATION[64]|PROJECT[64]|SOFTWARE[64]|CONFERENCE[64]|PROGLANG[64]|WORKSHOP[64]|LICENSE[64]|DATASET[64]|EVALMETRIC[64]|ONTOLOGY[64]
7-3	2718-2719	/	*[64]	PUBLICATION[64]|PROJECT[64]|SOFTWARE[64]|CONFERENCE[64]|PROGLANG[64]|WORKSHOP[64]|LICENSE[64]|DATASET[64]|EVALMETRIC[64]|ONTOLOGY[64]
7-4	2719-2730	data\_matrix	*[64]	PUBLICATION[64]|PROJECT[64]|SOFTWARE[64]|CONFERENCE[64]|PROGLANG[64]|WORKSHOP[64]|LICENSE[64]|DATASET[64]|EVALMETRIC[64]|ONTOLOGY[64]
7-5	2730-2731	\_	*[64]	PUBLICATION[64]|PROJECT[64]|SOFTWARE[64]|CONFERENCE[64]|PROGLANG[64]|WORKSHOP[64]|LICENSE[64]|DATASET[64]|EVALMETRIC[64]|ONTOLOGY[64]
7-6	2731-2732	1	*[64]	PUBLICATION[64]|PROJECT[64]|SOFTWARE[64]|CONFERENCE[64]|PROGLANG[64]|WORKSHOP[64]|LICENSE[64]|DATASET[64]|EVALMETRIC[64]|ONTOLOGY[64]
7-7	2732-2733	\_	*[64]	PUBLICATION[64]|PROJECT[64]|SOFTWARE[64]|CONFERENCE[64]|PROGLANG[64]|WORKSHOP[64]|LICENSE[64]|DATASET[64]|EVALMETRIC[64]|ONTOLOGY[64]
7-8	2733-2742	S\_Set.mat	*[64]	PUBLICATION[64]|PROJECT[64]|SOFTWARE[64]|CONFERENCE[64]|PROGLANG[64]|WORKSHOP[64]|LICENSE[64]|DATASET[64]|EVALMETRIC[64]|ONTOLOGY[64]
7-9	2750-2751	2	*[64]	PUBLICATION[64]|PROJECT[64]|SOFTWARE[64]|CONFERENCE[64]|PROGLANG[64]|WORKSHOP[64]|LICENSE[64]|DATASET[64]|EVALMETRIC[64]|ONTOLOGY[64]
7-10	2751-2752	>	*[64]	PUBLICATION[64]|PROJECT[64]|SOFTWARE[64]|CONFERENCE[64]|PROGLANG[64]|WORKSHOP[64]|LICENSE[64]|DATASET[64]|EVALMETRIC[64]|ONTOLOGY[64]
7-11	2753-2759	Please	*[64]	PUBLICATION[64]|PROJECT[64]|SOFTWARE[64]|CONFERENCE[64]|PROGLANG[64]|WORKSHOP[64]|LICENSE[64]|DATASET[64]|EVALMETRIC[64]|ONTOLOGY[64]
7-12	2760-2765	enter	*[64]	PUBLICATION[64]|PROJECT[64]|SOFTWARE[64]|CONFERENCE[64]|PROGLANG[64]|WORKSHOP[64]|LICENSE[64]|DATASET[64]|EVALMETRIC[64]|ONTOLOGY[64]
7-13	2766-2772	number	*[64]	PUBLICATION[64]|PROJECT[64]|SOFTWARE[64]|CONFERENCE[64]|PROGLANG[64]|WORKSHOP[64]|LICENSE[64]|DATASET[64]|EVALMETRIC[64]|ONTOLOGY[64]
7-14	2773-2775	of	*[64]	PUBLICATION[64]|PROJECT[64]|SOFTWARE[64]|CONFERENCE[64]|PROGLANG[64]|WORKSHOP[64]|LICENSE[64]|DATASET[64]|EVALMETRIC[64]|ONTOLOGY[64]
7-15	2776-2786	processors	*[64]	PUBLICATION[64]|PROJECT[64]|SOFTWARE[64]|CONFERENCE[64]|PROGLANG[64]|WORKSHOP[64]|LICENSE[64]|DATASET[64]|EVALMETRIC[64]|ONTOLOGY[64]
7-16	2786-2787	:	*[64]	PUBLICATION[64]|PROJECT[64]|SOFTWARE[64]|CONFERENCE[64]|PROGLANG[64]|WORKSHOP[64]|LICENSE[64]|DATASET[64]|EVALMETRIC[64]|ONTOLOGY[64]
7-17	2789-2791	16	*[64]	PUBLICATION[64]|PROJECT[64]|SOFTWARE[64]|CONFERENCE[64]|PROGLANG[64]|WORKSHOP[64]|LICENSE[64]|DATASET[64]|EVALMETRIC[64]|ONTOLOGY[64]
7-18	2799-2800	3	*[64]	PUBLICATION[64]|PROJECT[64]|SOFTWARE[64]|CONFERENCE[64]|PROGLANG[64]|WORKSHOP[64]|LICENSE[64]|DATASET[64]|EVALMETRIC[64]|ONTOLOGY[64]
