#FORMAT=WebAnno TSV 3.3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value


#Text=  
0-0	0-2	 	*[720]|*[1100]	PROGLANG[720]|WORKSHOP[720]|LICENSE[720]|ONTOLOGY[720]|PROJECT[720]|SOFTWARE[720]|DATASET[720]|EVALMETRIC[720]|PUBLICATION[720]|CONFERENCE[1100]
19-21	2385-2386	/	*[1085]	ONTOLOGY[1085]|DATASET[1085]|EVALMETRIC[1085]|SOFTWARE[1085]|PUBLICATION[1085]|CONFERENCE[1085]|WORKSHOP[1085]|PROGLANG[1085]|LICENSE[1085]|PROJECT[1085]
19-22	2386-2387	#	*[1085]	ONTOLOGY[1085]|DATASET[1085]|EVALMETRIC[1085]|SOFTWARE[1085]|PUBLICATION[1085]|CONFERENCE[1085]|WORKSHOP[1085]|PROGLANG[1085]|LICENSE[1085]|PROJECT[1085]
19-23	2387-2401	disjointgraphs	*[1085]	ONTOLOGY[1085]|DATASET[1085]|EVALMETRIC[1085]|SOFTWARE[1085]|PUBLICATION[1085]|CONFERENCE[1085]|WORKSHOP[1085]|PROGLANG[1085]|LICENSE[1085]|PROJECT[1085]
19-24	2401-2402	)	*[1085]	ONTOLOGY[1085]|DATASET[1085]|EVALMETRIC[1085]|SOFTWARE[1085]|PUBLICATION[1085]|CONFERENCE[1085]|WORKSHOP[1085]|PROGLANG[1085]|LICENSE[1085]|PROJECT[1085]
19-25	2402-2403	,	*[1085]	ONTOLOGY[1085]|DATASET[1085]|EVALMETRIC[1085]|SOFTWARE[1085]|PUBLICATION[1085]|CONFERENCE[1085]|WORKSHOP[1085]|PROGLANG[1085]|LICENSE[1085]|PROJECT[1085]
19-26	2404-2405	\[	*[1085]	ONTOLOGY[1085]|DATASET[1085]|EVALMETRIC[1085]|SOFTWARE[1085]|PUBLICATION[1085]|CONFERENCE[1085]|WORKSHOP[1085]|PROGLANG[1085]|LICENSE[1085]|PROJECT[1085]
19-27	2405-2408	TUD	*[1085]	ONTOLOGY[1085]|DATASET[1085]|EVALMETRIC[1085]|SOFTWARE[1085]|PUBLICATION[1085]|CONFERENCE[1085]|WORKSHOP[1085]|PROGLANG[1085]|LICENSE[1085]|PROJECT[1085]
19-28	2409-2414	Graph	*[1085]	ONTOLOGY[1085]|DATASET[1085]|EVALMETRIC[1085]|SOFTWARE[1085]|PUBLICATION[1085]|CONFERENCE[1085]|WORKSHOP[1085]|PROGLANG[1085]|LICENSE[1085]|PROJECT[1085]
19-29	2415-2421	Kernel	*[1085]	ONTOLOGY[1085]|DATASET[1085]|EVALMETRIC[1085]|SOFTWARE[1085]|PUBLICATION[1085]|CONFERENCE[1085]|WORKSHOP[1085]|PROGLANG[1085]|LICENSE[1085]|PROJECT[1085]
19-30	2422-2430	Datasets	*[1085]	ONTOLOGY[1085]|DATASET[1085]|EVALMETRIC[1085]|SOFTWARE[1085]|PUBLICATION[1085]|CONFERENCE[1085]|WORKSHOP[1085]|PROGLANG[1085]|LICENSE[1085]|PROJECT[1085]
19-31	2430-2431	\]	*[1085]	ONTOLOGY[1085]|DATASET[1085]|EVALMETRIC[1085]|SOFTWARE[1085]|PUBLICATION[1085]|CONFERENCE[1085]|WORKSHOP[1085]|PROGLANG[1085]|LICENSE[1085]|PROJECT[1085]
19-32	2431-2432	(	*[1085]	ONTOLOGY[1085]|DATASET[1085]|EVALMETRIC[1085]|SOFTWARE[1085]|PUBLICATION[1085]|CONFERENCE[1085]|WORKSHOP[1085]|PROGLANG[1085]|LICENSE[1085]|PROJECT[1085]
19-33	2432-2437	https	*[1085]	ONTOLOGY[1085]|DATASET[1085]|EVALMETRIC[1085]|SOFTWARE[1085]|PUBLICATION[1085]|CONFERENCE[1085]|WORKSHOP[1085]|PROGLANG[1085]|LICENSE[1085]|PROJECT[1085]
19-34	2437-2438	:	*[1085]	ONTOLOGY[1085]|DATASET[1085]|EVALMETRIC[1085]|SOFTWARE[1085]|PUBLICATION[1085]|CONFERENCE[1085]|WORKSHOP[1085]|PROGLANG[1085]|LICENSE[1085]|PROJECT[1085]
19-35	2438-2439	/	*[1085]	ONTOLOGY[1085]|DATASET[1085]|EVALMETRIC[1085]|SOFTWARE[1085]|PUBLICATION[1085]|CONFERENCE[1085]|WORKSHOP[1085]|PROGLANG[1085]|LICENSE[1085]|PROJECT[1085]
19-36	2439-2440	/	*[1085]	ONTOLOGY[1085]|DATASET[1085]|EVALMETRIC[1085]|SOFTWARE[1085]|PUBLICATION[1085]|CONFERENCE[1085]|WORKSHOP[1085]|PROGLANG[1085]|LICENSE[1085]|PROJECT[1085]
19-37	2440-2444	ls11	*[1085]	ONTOLOGY[1085]|DATASET[1085]|EVALMETRIC[1085]|SOFTWARE[1085]|PUBLICATION[1085]|CONFERENCE[1085]|WORKSHOP[1085]|PROGLANG[1085]|LICENSE[1085]|PROJECT[1085]
19-38	2444-2445	-	*[1085]	ONTOLOGY[1085]|DATASET[1085]|EVALMETRIC[1085]|SOFTWARE[1085]|PUBLICATION[1085]|CONFERENCE[1085]|WORKSHOP[1085]|PROGLANG[1085]|LICENSE[1085]|PROJECT[1085]
19-39	2445-2466	www.cs.tu-dortmund.de	*[1085]	ONTOLOGY[1085]|DATASET[1085]|EVALMETRIC[1085]|SOFTWARE[1085]|PUBLICATION[1085]|CONFERENCE[1085]|WORKSHOP[1085]|PROGLANG[1085]|LICENSE[1085]|PROJECT[1085]
19-40	2466-2467	/	*[1085]	ONTOLOGY[1085]|DATASET[1085]|EVALMETRIC[1085]|SOFTWARE[1085]|PUBLICATION[1085]|CONFERENCE[1085]|WORKSHOP[1085]|PROGLANG[1085]|LICENSE[1085]|PROJECT[1085]
19-41	2467-2472	staff	*[1085]	ONTOLOGY[1085]|DATASET[1085]|EVALMETRIC[1085]|SOFTWARE[1085]|PUBLICATION[1085]|CONFERENCE[1085]|WORKSHOP[1085]|PROGLANG[1085]|LICENSE[1085]|PROJECT[1085]
19-42	2472-2473	/	*[1085]	ONTOLOGY[1085]|DATASET[1085]|EVALMETRIC[1085]|SOFTWARE[1085]|PUBLICATION[1085]|CONFERENCE[1085]|WORKSHOP[1085]|PROGLANG[1085]|LICENSE[1085]|PROJECT[1085]
19-43	2473-2479	morris	*[1085]	ONTOLOGY[1085]|DATASET[1085]|EVALMETRIC[1085]|SOFTWARE[1085]|PUBLICATION[1085]|CONFERENCE[1085]|WORKSHOP[1085]|PROGLANG[1085]|LICENSE[1085]|PROJECT[1085]
19-44	2479-2480	/	*[1085]	ONTOLOGY[1085]|DATASET[1085]|EVALMETRIC[1085]|SOFTWARE[1085]|PUBLICATION[1085]|CONFERENCE[1085]|WORKSHOP[1085]|PROGLANG[1085]|LICENSE[1085]|PROJECT[1085]
19-45	2480-2499	graphkerneldatasets	*[1085]	ONTOLOGY[1085]|DATASET[1085]|EVALMETRIC[1085]|SOFTWARE[1085]|PUBLICATION[1085]|CONFERENCE[1085]|WORKSHOP[1085]|PROGLANG[1085]|LICENSE[1085]|PROJECT[1085]
19-46	2499-2500	)	*[1085]	ONTOLOGY[1085]|DATASET[1085]|EVALMETRIC[1085]|SOFTWARE[1085]|PUBLICATION[1085]|CONFERENCE[1085]|WORKSHOP[1085]|PROGLANG[1085]|LICENSE[1085]|PROJECT[1085]
19-47	2500-2501	,	*[1085]	ONTOLOGY[1085]|DATASET[1085]|EVALMETRIC[1085]|SOFTWARE[1085]|PUBLICATION[1085]|CONFERENCE[1085]|WORKSHOP[1085]|PROGLANG[1085]|LICENSE[1085]|PROJECT[1085]
19-48	2502-2505	and	*[1085]	ONTOLOGY[1085]|DATASET[1085]|EVALMETRIC[1085]|SOFTWARE[1085]|PUBLICATION[1085]|CONFERENCE[1085]|WORKSHOP[1085]|PROGLANG[1085]|LICENSE[1085]|PROJECT[1085]
19-49	2506-2507	\[	*[1085]	ONTOLOGY[1085]|DATASET[1085]|EVALMETRIC[1085]|SOFTWARE[1085]|PUBLICATION[1085]|CONFERENCE[1085]|WORKSHOP[1085]|PROGLANG[1085]|LICENSE[1085]|PROJECT[1085]
19-50	2507-2523	GraphLearning.io	*[1085]	ONTOLOGY[1085]|DATASET[1085]|EVALMETRIC[1085]|SOFTWARE[1085]|PUBLICATION[1085]|CONFERENCE[1085]|WORKSHOP[1085]|PROGLANG[1085]|LICENSE[1085]|PROJECT[1085]
19-51	2523-2524	\]	*[1085]	ONTOLOGY[1085]|DATASET[1085]|EVALMETRIC[1085]|SOFTWARE[1085]|PUBLICATION[1085]|CONFERENCE[1085]|WORKSHOP[1085]|PROGLANG[1085]|LICENSE[1085]|PROJECT[1085]
19-52	2524-2525	(	*[1085]	ONTOLOGY[1085]|DATASET[1085]|EVALMETRIC[1085]|SOFTWARE[1085]|PUBLICATION[1085]|CONFERENCE[1085]|WORKSHOP[1085]|PROGLANG[1085]|LICENSE[1085]|PROJECT[1085]
19-53	2525-2530	https	*[1085]	ONTOLOGY[1085]|DATASET[1085]|EVALMETRIC[1085]|SOFTWARE[1085]|PUBLICATION[1085]|CONFERENCE[1085]|WORKSHOP[1085]|PROGLANG[1085]|LICENSE[1085]|PROJECT[1085]
19-54	2530-2531	:	*[1085]	ONTOLOGY[1085]|DATASET[1085]|EVALMETRIC[1085]|SOFTWARE[1085]|PUBLICATION[1085]|CONFERENCE[1085]|WORKSHOP[1085]|PROGLANG[1085]|LICENSE[1085]|PROJECT[1085]
19-55	2531-2532	/	*[1085]	ONTOLOGY[1085]|DATASET[1085]|EVALMETRIC[1085]|SOFTWARE[1085]|PUBLICATION[1085]|CONFERENCE[1085]|WORKSHOP[1085]|PROGLANG[1085]|LICENSE[1085]|PROJECT[1085]
19-56	2532-2533	/	*[1085]	ONTOLOGY[1085]|DATASET[1085]|EVALMETRIC[1085]|SOFTWARE[1085]|PUBLICATION[1085]|CONFERENCE[1085]|WORKSHOP[1085]|PROGLANG[1085]|LICENSE[1085]|PROJECT[1085]
19-57	2533-2551	chrsmrrs.github.io	*[1085]	ONTOLOGY[1085]|DATASET[1085]|EVALMETRIC[1085]|SOFTWARE[1085]|PUBLICATION[1085]|CONFERENCE[1085]|WORKSHOP[1085]|PROGLANG[1085]|LICENSE[1085]|PROJECT[1085]
19-58	2551-2552	/	*[1085]	ONTOLOGY[1085]|DATASET[1085]|EVALMETRIC[1085]|SOFTWARE[1085]|PUBLICATION[1085]|CONFERENCE[1085]|WORKSHOP[1085]|PROGLANG[1085]|LICENSE[1085]|PROJECT[1085]
19-59	2552-2560	datasets	*[1085]	ONTOLOGY[1085]|DATASET[1085]|EVALMETRIC[1085]|SOFTWARE[1085]|PUBLICATION[1085]|CONFERENCE[1085]|WORKSHOP[1085]|PROGLANG[1085]|LICENSE[1085]|PROJECT[1085]
19-60	2560-2561	/	*[1085]	ONTOLOGY[1085]|DATASET[1085]|EVALMETRIC[1085]|SOFTWARE[1085]|PUBLICATION[1085]|CONFERENCE[1085]|WORKSHOP[1085]|PROGLANG[1085]|LICENSE[1085]|PROJECT[1085]
19-61	2561-2562	)	*[1085]	ONTOLOGY[1085]|DATASET[1085]|EVALMETRIC[1085]|SOFTWARE[1085]|PUBLICATION[1085]|CONFERENCE[1085]|WORKSHOP[1085]|PROGLANG[1085]|LICENSE[1085]|PROJECT[1085]
19-62	2562-2563	.	*[1085]	ONTOLOGY[1085]|DATASET[1085]|EVALMETRIC[1085]|SOFTWARE[1085]|PUBLICATION[1085]|CONFERENCE[1085]|WORKSHOP[1085]|PROGLANG[1085]|LICENSE[1085]|PROJECT[1085]
19-63	2565-2566	-	*[1085]	ONTOLOGY[1085]|DATASET[1085]|EVALMETRIC[1085]|SOFTWARE[1085]|PUBLICATION[1085]|CONFERENCE[1085]|WORKSHOP[1085]|PROGLANG[1085]|LICENSE[1085]|PROJECT[1085]
19-64	2566-2567	-	*[1085]	ONTOLOGY[1085]|DATASET[1085]|EVALMETRIC[1085]|SOFTWARE[1085]|PUBLICATION[1085]|CONFERENCE[1085]|WORKSHOP[1085]|PROGLANG[1085]|LICENSE[1085]|PROJECT[1085]
19-65	2567-2568	-	*[1085]	ONTOLOGY[1085]|DATASET[1085]|EVALMETRIC[1085]|SOFTWARE[1085]|PUBLICATION[1085]|CONFERENCE[1085]|WORKSHOP[1085]|PROGLANG[1085]|LICENSE[1085]|PROJECT[1085]
19-66	2568-2569	-	*[1085]	ONTOLOGY[1085]|DATASET[1085]|EVALMETRIC[1085]|SOFTWARE[1085]|PUBLICATION[1085]|CONFERENCE[1085]|WORKSHOP[1085]|PROGLANG[1085]|LICENSE[1085]|PROJECT[1085]
19-67	2569-2570	-	*[1085]	ONTOLOGY[1085]|DATASET[1085]|EVALMETRIC[1085]|SOFTWARE[1085]|PUBLICATION[1085]|CONFERENCE[1085]|WORKSHOP[1085]|PROGLANG[1085]|LICENSE[1085]|PROJECT[1085]
19-68	2570-2571	-	*[1085]	ONTOLOGY[1085]|DATASET[1085]|EVALMETRIC[1085]|SOFTWARE[1085]|PUBLICATION[1085]|CONFERENCE[1085]|WORKSHOP[1085]|PROGLANG[1085]|LICENSE[1085]|PROJECT[1085]
19-69	2571-2572	-	*[1085]	ONTOLOGY[1085]|DATASET[1085]|EVALMETRIC[1085]|SOFTWARE[1085]|PUBLICATION[1085]|CONFERENCE[1085]|WORKSHOP[1085]|PROGLANG[1085]|LICENSE[1085]|PROJECT[1085]
19-70	2572-2573	-	*[1085]	ONTOLOGY[1085]|DATASET[1085]|EVALMETRIC[1085]|SOFTWARE[1085]|PUBLICATION[1085]|CONFERENCE[1085]|WORKSHOP[1085]|PROGLANG[1085]|LICENSE[1085]|PROJECT[1085]
19-71	2573-2574	-	*[1085]	ONTOLOGY[1085]|DATASET[1085]|EVALMETRIC[1085]|SOFTWARE[1085]|PUBLICATION[1085]|CONFERENCE[1085]|WORKSHOP[1085]|PROGLANG[1085]|LICENSE[1085]|PROJECT[1085]
19-72	2574-2575	-	*[1085]	ONTOLOGY[1085]|DATASET[1085]|EVALMETRIC[1085]|SOFTWARE[1085]|PUBLICATION[1085]|CONFERENCE[1085]|WORKSHOP[1085]|PROGLANG[1085]|LICENSE[1085]|PROJECT[1085]
19-73	2575-2576	-	*[1085]	ONTOLOGY[1085]|DATASET[1085]|EVALMETRIC[1085]|SOFTWARE[1085]|PUBLICATION[1085]|CONFERENCE[1085]|WORKSHOP[1085]|PROGLANG[1085]|LICENSE[1085]|PROJECT[1085]
19-74	2576-2577	-	*[1085]	ONTOLOGY[1085]|DATASET[1085]|EVALMETRIC[1085]|SOFTWARE[1085]|PUBLICATION[1085]|CONFERENCE[1085]|WORKSHOP[1085]|PROGLANG[1085]|LICENSE[1085]|PROJECT[1085]
19-75	2577-2578	-	*[1085]	ONTOLOGY[1085]|DATASET[1085]|EVALMETRIC[1085]|SOFTWARE[1085]|PUBLICATION[1085]|CONFERENCE[1085]|WORKSHOP[1085]|PROGLANG[1085]|LICENSE[1085]|PROJECT[1085]
19-76	2578-2579	-	*[1085]	ONTOLOGY[1085]|DATASET[1085]|EVALMETRIC[1085]|SOFTWARE[1085]|PUBLICATION[1085]|CONFERENCE[1085]|WORKSHOP[1085]|PROGLANG[1085]|LICENSE[1085]|PROJECT[1085]
19-77	2579-2580	-	*[1085]	ONTOLOGY[1085]|DATASET[1085]|EVALMETRIC[1085]|SOFTWARE[1085]|PUBLICATION[1085]|CONFERENCE[1085]|WORKSHOP[1085]|PROGLANG[1085]|LICENSE[1085]|PROJECT[1085]
19-78	2580-2581	-	*[1085]	ONTOLOGY[1085]|DATASET[1085]|EVALMETRIC[1085]|SOFTWARE[1085]|PUBLICATION[1085]|CONFERENCE[1085]|WORKSHOP[1085]|PROGLANG[1085]|LICENSE[1085]|PROJECT[1085]
19-79	2581-2582	-	*[1085]	ONTOLOGY[1085]|DATASET[1085]|EVALMETRIC[1085]|SOFTWARE[1085]|PUBLICATION[1085]|CONFERENCE[1085]|WORKSHOP[1085]|PROGLANG[1085]|LICENSE[1085]|PROJECT[1085]
19-80	2582-2583	-	*[1085]	ONTOLOGY[1085]|DATASET[1085]|EVALMETRIC[1085]|SOFTWARE[1085]|PUBLICATION[1085]|CONFERENCE[1085]|WORKSHOP[1085]|PROGLANG[1085]|LICENSE[1085]|PROJECT[1085]
19-81	2583-2584	-	*[1085]	ONTOLOGY[1085]|DATASET[1085]|EVALMETRIC[1085]|SOFTWARE[1085]|PUBLICATION[1085]|CONFERENCE[1085]|WORKSHOP[1085]|PROGLANG[1085]|LICENSE[1085]|PROJECT[1085]
19-82	2584-2585	-	*[1085]	ONTOLOGY[1085]|DATASET[1085]|EVALMETRIC[1085]|SOFTWARE[1085]|PUBLICATION[1085]|CONFERENCE[1085]|WORKSHOP[1085]|PROGLANG[1085]|LICENSE[1085]|PROJECT[1085]
19-83	2585-2586	-	*[1085]	ONTOLOGY[1085]|DATASET[1085]|EVALMETRIC[1085]|SOFTWARE[1085]|PUBLICATION[1085]|CONFERENCE[1085]|WORKSHOP[1085]|PROGLANG[1085]|LICENSE[1085]|PROJECT[1085]
19-84	2586-2587	-	*[1085]	ONTOLOGY[1085]|DATASET[1085]|EVALMETRIC[1085]|SOFTWARE[1085]|PUBLICATION[1085]|CONFERENCE[1085]|WORKSHOP[1085]|PROGLANG[1085]|LICENSE[1085]|PROJECT[1085]
19-85	2587-2588	-	*[1085]	ONTOLOGY[1085]|DATASET[1085]|EVALMETRIC[1085]|SOFTWARE[1085]|PUBLICATION[1085]|CONFERENCE[1085]|WORKSHOP[1085]|PROGLANG[1085]|LICENSE[1085]|PROJECT[1085]
19-86	2588-2589	-	*[1085]	ONTOLOGY[1085]|DATASET[1085]|EVALMETRIC[1085]|SOFTWARE[1085]|PUBLICATION[1085]|CONFERENCE[1085]|WORKSHOP[1085]|PROGLANG[1085]|LICENSE[1085]|PROJECT[1085]
19-87	2589-2590	-	*[1085]	ONTOLOGY[1085]|DATASET[1085]|EVALMETRIC[1085]|SOFTWARE[1085]|PUBLICATION[1085]|CONFERENCE[1085]|WORKSHOP[1085]|PROGLANG[1085]|LICENSE[1085]|PROJECT[1085]
19-88	2590-2591	-	*[1085]	ONTOLOGY[1085]|DATASET[1085]|EVALMETRIC[1085]|SOFTWARE[1085]|PUBLICATION[1085]|CONFERENCE[1085]|WORKSHOP[1085]|PROGLANG[1085]|LICENSE[1085]|PROJECT[1085]
19-89	2591-2592	-	*[1085]	ONTOLOGY[1085]|DATASET[1085]|EVALMETRIC[1085]|SOFTWARE[1085]|PUBLICATION[1085]|CONFERENCE[1085]|WORKSHOP[1085]|PROGLANG[1085]|LICENSE[1085]|PROJECT[1085]
19-90	2592-2593	-	*[1085]	ONTOLOGY[1085]|DATASET[1085]|EVALMETRIC[1085]|SOFTWARE[1085]|PUBLICATION[1085]|CONFERENCE[1085]|WORKSHOP[1085]|PROGLANG[1085]|LICENSE[1085]|PROJECT[1085]
19-91	2593-2594	-	*[1085]	ONTOLOGY[1085]|DATASET[1085]|EVALMETRIC[1085]|SOFTWARE[1085]|PUBLICATION[1085]|CONFERENCE[1085]|WORKSHOP[1085]|PROGLANG[1085]|LICENSE[1085]|PROJECT[1085]
19-92	2594-2595	-	*[1085]	ONTOLOGY[1085]|DATASET[1085]|EVALMETRIC[1085]|SOFTWARE[1085]|PUBLICATION[1085]|CONFERENCE[1085]|WORKSHOP[1085]|PROGLANG[1085]|LICENSE[1085]|PROJECT[1085]
19-93	2595-2596	-	*[1085]	ONTOLOGY[1085]|DATASET[1085]|EVALMETRIC[1085]|SOFTWARE[1085]|PUBLICATION[1085]|CONFERENCE[1085]|WORKSHOP[1085]|PROGLANG[1085]|LICENSE[1085]|PROJECT[1085]
19-94	2596-2597	-	*[1085]	ONTOLOGY[1085]|DATASET[1085]|EVALMETRIC[1085]|SOFTWARE[1085]|PUBLICATION[1085]|CONFERENCE[1085]|WORKSHOP[1085]|PROGLANG[1085]|LICENSE[1085]|PROJECT[1085]
19-95	2597-2598	-	*[1085]	ONTOLOGY[1085]|DATASET[1085]|EVALMETRIC[1085]|SOFTWARE[1085]|PUBLICATION[1085]|CONFERENCE[1085]|WORKSHOP[1085]|PROGLANG[1085]|LICENSE[1085]|PROJECT[1085]
19-96	2598-2599	-	*[1085]	ONTOLOGY[1085]|DATASET[1085]|EVALMETRIC[1085]|SOFTWARE[1085]|PUBLICATION[1085]|CONFERENCE[1085]|WORKSHOP[1085]|PROGLANG[1085]|LICENSE[1085]|PROJECT[1085]
19-97	2599-2600	-	*[1085]	ONTOLOGY[1085]|DATASET[1085]|EVALMETRIC[1085]|SOFTWARE[1085]|PUBLICATION[1085]|CONFERENCE[1085]|WORKSHOP[1085]|PROGLANG[1085]|LICENSE[1085]|PROJECT[1085]
19-98	2600-2601	-	*[1085]	ONTOLOGY[1085]|DATASET[1085]|EVALMETRIC[1085]|SOFTWARE[1085]|PUBLICATION[1085]|CONFERENCE[1085]|WORKSHOP[1085]|PROGLANG[1085]|LICENSE[1085]|PROJECT[1085]
19-99	2601-2602	-	*[1085]	ONTOLOGY[1085]|DATASET[1085]|EVALMETRIC[1085]|SOFTWARE[1085]|PUBLICATION[1085]|CONFERENCE[1085]|WORKSHOP[1085]|PROGLANG[1085]|LICENSE[1085]|PROJECT[1085]
19-100	2602-2603	-	*[1085]	ONTOLOGY[1085]|DATASET[1085]|EVALMETRIC[1085]|SOFTWARE[1085]|PUBLICATION[1085]|CONFERENCE[1085]|WORKSHOP[1085]|PROGLANG[1085]|LICENSE[1085]|PROJECT[1085]
19-101	2603-2604	-	*[1085]	ONTOLOGY[1085]|DATASET[1085]|EVALMETRIC[1085]|SOFTWARE[1085]|PUBLICATION[1085]|CONFERENCE[1085]|WORKSHOP[1085]|PROGLANG[1085]|LICENSE[1085]|PROJECT[1085]
19-102	2604-2605	-	*[1085]	ONTOLOGY[1085]|DATASET[1085]|EVALMETRIC[1085]|SOFTWARE[1085]|PUBLICATION[1085]|CONFERENCE[1085]|WORKSHOP[1085]|PROGLANG[1085]|LICENSE[1085]|PROJECT[1085]
19-103	2605-2606	-	*[1085]	ONTOLOGY[1085]|DATASET[1085]|EVALMETRIC[1085]|SOFTWARE[1085]|PUBLICATION[1085]|CONFERENCE[1085]|WORKSHOP[1085]|PROGLANG[1085]|LICENSE[1085]|PROJECT[1085]
19-104	2606-2607	-	*[1085]	ONTOLOGY[1085]|DATASET[1085]|EVALMETRIC[1085]|SOFTWARE[1085]|PUBLICATION[1085]|CONFERENCE[1085]|WORKSHOP[1085]|PROGLANG[1085]|LICENSE[1085]|PROJECT[1085]
19-105	2607-2608	-	*[1085]	ONTOLOGY[1085]|DATASET[1085]|EVALMETRIC[1085]|SOFTWARE[1085]|PUBLICATION[1085]|CONFERENCE[1085]|WORKSHOP[1085]|PROGLANG[1085]|LICENSE[1085]|PROJECT[1085]
19-106	2608-2609	-	*[1085]	ONTOLOGY[1085]|DATASET[1085]|EVALMETRIC[1085]|SOFTWARE[1085]|PUBLICATION[1085]|CONFERENCE[1085]|WORKSHOP[1085]|PROGLANG[1085]|LICENSE[1085]|PROJECT[1085]
19-107	2609-2610	-	*[1085]	ONTOLOGY[1085]|DATASET[1085]|EVALMETRIC[1085]|SOFTWARE[1085]|PUBLICATION[1085]|CONFERENCE[1085]|WORKSHOP[1085]|PROGLANG[1085]|LICENSE[1085]|PROJECT[1085]
19-108	2610-2611	-	*[1085]	ONTOLOGY[1085]|DATASET[1085]|EVALMETRIC[1085]|SOFTWARE[1085]|PUBLICATION[1085]|CONFERENCE[1085]|WORKSHOP[1085]|PROGLANG[1085]|LICENSE[1085]|PROJECT[1085]
19-109	2611-2612	-	*[1085]	ONTOLOGY[1085]|DATASET[1085]|EVALMETRIC[1085]|SOFTWARE[1085]|PUBLICATION[1085]|CONFERENCE[1085]|WORKSHOP[1085]|PROGLANG[1085]|LICENSE[1085]|PROJECT[1085]
19-110	2612-2613	-	*[1085]	ONTOLOGY[1085]|DATASET[1085]|EVALMETRIC[1085]|SOFTWARE[1085]|PUBLICATION[1085]|CONFERENCE[1085]|WORKSHOP[1085]|PROGLANG[1085]|LICENSE[1085]|PROJECT[1085]
19-111	2613-2614	-	*[1085]	ONTOLOGY[1085]|DATASET[1085]|EVALMETRIC[1085]|SOFTWARE[1085]|PUBLICATION[1085]|CONFERENCE[1085]|WORKSHOP[1085]|PROGLANG[1085]|LICENSE[1085]|PROJECT[1085]
19-112	2614-2615	-	*[1085]	ONTOLOGY[1085]|DATASET[1085]|EVALMETRIC[1085]|SOFTWARE[1085]|PUBLICATION[1085]|CONFERENCE[1085]|WORKSHOP[1085]|PROGLANG[1085]|LICENSE[1085]|PROJECT[1085]
19-113	2615-2616	-	*[1085]	ONTOLOGY[1085]|DATASET[1085]|EVALMETRIC[1085]|SOFTWARE[1085]|PUBLICATION[1085]|CONFERENCE[1085]|WORKSHOP[1085]|PROGLANG[1085]|LICENSE[1085]|PROJECT[1085]
19-114	2616-2617	-	*[1085]	ONTOLOGY[1085]|DATASET[1085]|EVALMETRIC[1085]|SOFTWARE[1085]|PUBLICATION[1085]|CONFERENCE[1085]|WORKSHOP[1085]|PROGLANG[1085]|LICENSE[1085]|PROJECT[1085]
19-115	2617-2618	-	*[1085]	ONTOLOGY[1085]|DATASET[1085]|EVALMETRIC[1085]|SOFTWARE[1085]|PUBLICATION[1085]|CONFERENCE[1085]|WORKSHOP[1085]|PROGLANG[1085]|LICENSE[1085]|PROJECT[1085]
19-116	2618-2619	-	*[1085]	ONTOLOGY[1085]|DATASET[1085]|EVALMETRIC[1085]|SOFTWARE[1085]|PUBLICATION[1085]|CONFERENCE[1085]|WORKSHOP[1085]|PROGLANG[1085]|LICENSE[1085]|PROJECT[1085]
19-117	2619-2620	-	*[1085]	ONTOLOGY[1085]|DATASET[1085]|EVALMETRIC[1085]|SOFTWARE[1085]|PUBLICATION[1085]|CONFERENCE[1085]|WORKSHOP[1085]|PROGLANG[1085]|LICENSE[1085]|PROJECT[1085]
19-118	2620-2621	-	*[1085]	ONTOLOGY[1085]|DATASET[1085]|EVALMETRIC[1085]|SOFTWARE[1085]|PUBLICATION[1085]|CONFERENCE[1085]|WORKSHOP[1085]|PROGLANG[1085]|LICENSE[1085]|PROJECT[1085]
19-119	2621-2622	-	*[1085]	ONTOLOGY[1085]|DATASET[1085]|EVALMETRIC[1085]|SOFTWARE[1085]|PUBLICATION[1085]|CONFERENCE[1085]|WORKSHOP[1085]|PROGLANG[1085]|LICENSE[1085]|PROJECT[1085]
19-120	2622-2623	-	*[1085]	ONTOLOGY[1085]|DATASET[1085]|EVALMETRIC[1085]|SOFTWARE[1085]|PUBLICATION[1085]|CONFERENCE[1085]|WORKSHOP[1085]|PROGLANG[1085]|LICENSE[1085]|PROJECT[1085]
19-121	2623-2624	-	*[1085]	ONTOLOGY[1085]|DATASET[1085]|EVALMETRIC[1085]|SOFTWARE[1085]|PUBLICATION[1085]|CONFERENCE[1085]|WORKSHOP[1085]|PROGLANG[1085]|LICENSE[1085]|PROJECT[1085]
19-122	2624-2625	-	*[1085]	ONTOLOGY[1085]|DATASET[1085]|EVALMETRIC[1085]|SOFTWARE[1085]|PUBLICATION[1085]|CONFERENCE[1085]|WORKSHOP[1085]|PROGLANG[1085]|LICENSE[1085]|PROJECT[1085]
19-123	2625-2626	-	*[1085]	ONTOLOGY[1085]|DATASET[1085]|EVALMETRIC[1085]|SOFTWARE[1085]|PUBLICATION[1085]|CONFERENCE[1085]|WORKSHOP[1085]|PROGLANG[1085]|LICENSE[1085]|PROJECT[1085]
19-124	2626-2627	-	*[1085]	ONTOLOGY[1085]|DATASET[1085]|EVALMETRIC[1085]|SOFTWARE[1085]|PUBLICATION[1085]|CONFERENCE[1085]|WORKSHOP[1085]|PROGLANG[1085]|LICENSE[1085]|PROJECT[1085]
